Vgate,Vbias,VDD,W1,W2,Bandwidth,DCPowerConsumption,VoltageGain
0.6,0.7,1.3,5e-05,2e-06,8690000000.0,0.000119,-2.766
0.6,0.7,1.3,5e-05,3e-06,11300000000.0,0.000173,-2.957
0.6,0.7,1.3,5e-05,4e-06,13700000000.0,0.000225,-3.152
0.6,0.7,1.3,5e-05,6e-06,16600000000.0,0.000321,-3.537
0.6,0.7,1.3,5e-05,7e-06,17700000000.0,0.000365,-3.724
0.6,0.7,1.3,5e-05,8e-06,18600000000.0,0.000408,-3.907
0.6,0.7,1.3,4e-05,5e-06,19500000000.0,0.000265,-3.584
0.6,0.7,1.3,4e-05,2e-06,10600000000.0,0.000117,-2.86
0.6,0.7,1.3,4e-05,3e-06,14400000000.0,0.00017,-3.102
0.6,0.7,1.3,4e-05,4e-06,17100000000.0,0.000219,-3.345
0.6,0.7,1.3,4e-05,6e-06,21500000000.0,0.000309,-3.816
0.6,0.7,1.3,4e-05,7e-06,23100000000.0,0.000351,-4.04
0.6,0.7,1.3,4e-05,8e-06,24300000000.0,0.00039,-4.256
0.6,0.7,1.3,4.25e-05,5e-06,18200000000.0,0.000268,-3.515
0.6,0.7,1.3,4.25e-05,2e-06,10100000000.0,0.000118,-2.832
0.6,0.7,1.3,4.25e-05,3e-06,13600000000.0,0.000171,-3.06
0.6,0.7,1.3,4.25e-05,4e-06,16200000000.0,0.000221,-3.289
0.6,0.7,1.3,4.25e-05,6e-06,20100000000.0,0.000313,-3.735
0.6,0.7,1.3,4.25e-05,7e-06,21600000000.0,0.000355,-3.949
0.6,0.7,1.3,4.25e-05,8e-06,22700000000.0,0.000395,-4.155
0.6,0.7,1.3,4.5e-05,5e-06,17100000000.0,0.00027,-3.452
0.6,0.7,1.3,4.5e-05,2e-06,9580000000.0,0.000118,-2.808
0.6,0.7,1.3,4.5e-05,3e-06,12800000000.0,0.000172,-3.022
0.6,0.7,1.3,4.5e-05,4e-06,15300000000.0,0.000222,-3.238
0.6,0.7,1.3,4.5e-05,6e-06,18700000000.0,0.000315,-3.662
0.6,0.7,1.3,4.5e-05,7e-06,20200000000.0,0.000359,-3.867
0.6,0.7,1.3,4.5e-05,8e-06,21300000000.0,0.0004,-4.064
0.6,0.7,1.3,4.75e-05,5e-06,16200000000.0,0.000272,-3.397
0.6,0.7,1.3,4.75e-05,2e-06,9130000000.0,0.000119,-2.786
0.6,0.7,1.3,4.75e-05,3e-06,12000000000.0,0.000172,-2.988
0.6,0.7,1.3,4.75e-05,4e-06,14500000000.0,0.000224,-3.192
0.6,0.7,1.3,4.75e-05,6e-06,17600000000.0,0.000318,-3.597
0.6,0.7,1.3,4.75e-05,7e-06,18800000000.0,0.000362,-3.792
0.6,0.7,1.3,4.75e-05,8e-06,19900000000.0,0.000404,-3.982
0.6,0.7,1.3,5.25e-05,5e-06,14500000000.0,0.000275,-3.3
0.6,0.7,1.3,5.25e-05,2e-06,8270000000.0,0.000119,-2.748
0.6,0.7,1.3,5.25e-05,3e-06,10800000000.0,0.000174,-2.93
0.6,0.7,1.3,5.25e-05,4e-06,12900000000.0,0.000226,-3.115
0.6,0.7,1.3,5.25e-05,6e-06,15700000000.0,0.000323,-3.483
0.6,0.7,1.3,5.25e-05,7e-06,16700000000.0,0.000368,-3.663
0.6,0.7,1.3,5.25e-05,8e-06,17500000000.0,0.000412,-3.838
0.6,0.7,1.3,5.5e-05,5e-06,13800000000.0,0.000277,-3.258
0.6,0.7,1.3,5.5e-05,2e-06,7860000000.0,0.00012,-2.732
0.6,0.7,1.3,5.5e-05,3e-06,10300000000.0,0.000175,-2.905
0.6,0.7,1.3,5.5e-05,4e-06,12200000000.0,0.000227,-3.081
0.6,0.7,1.3,5.5e-05,6e-06,14900000000.0,0.000325,-3.433
0.6,0.7,1.3,5.5e-05,7e-06,15800000000.0,0.000371,-3.606
0.6,0.7,1.3,5.5e-05,8e-06,16600000000.0,0.000415,-3.775
0.6,0.7,1.3,5.75e-05,5e-06,13100000000.0,0.000278,-3.22
0.6,0.7,1.3,5.75e-05,2e-06,7470000000.0,0.00012,-2.717
0.6,0.7,1.3,5.75e-05,3e-06,9840000000.0,0.000175,-2.882
0.6,0.7,1.3,5.75e-05,4e-06,11500000000.0,0.000228,-3.05
0.6,0.7,1.3,5.75e-05,6e-06,14200000000.0,0.000327,-3.388
0.6,0.7,1.3,5.75e-05,7e-06,15000000000.0,0.000373,-3.554
0.6,0.7,1.3,5.75e-05,8e-06,15700000000.0,0.000418,-3.717
0.6,0.7,1.3,6e-05,5e-06,12400000000.0,0.00028,-3.184
0.6,0.7,1.3,6e-05,2e-06,7090000000.0,0.00012,-2.704
0.6,0.7,1.3,6e-05,3e-06,9410000000.0,0.000176,-2.861
0.6,0.7,1.3,6e-05,4e-06,11000000000.0,0.000229,-3.022
0.6,0.7,1.3,6e-05,6e-06,13400000000.0,0.000329,-3.346
0.6,0.7,1.3,6e-05,7e-06,14300000000.0,0.000376,-3.506
0.6,0.7,1.3,6e-05,8e-06,14900000000.0,0.000421,-3.663
0.6,0.7,1.4,5e-05,5e-06,15400000000.0,0.0003,-3.233
0.6,0.7,1.4,5e-05,2e-06,8720000000.0,0.000129,-2.722
0.6,0.7,1.4,5e-05,3e-06,11300000000.0,0.000189,-2.888
0.6,0.7,1.4,5e-05,4e-06,13700000000.0,0.000246,-3.06
0.6,0.7,1.4,5e-05,6e-06,16700000000.0,0.000352,-3.406
0.6,0.7,1.4,5e-05,7e-06,17800000000.0,0.000402,-3.576
0.6,0.7,1.4,5e-05,8e-06,18700000000.0,0.00045,-3.744
0.6,0.7,1.4,4e-05,5e-06,19500000000.0,0.000292,-3.448
0.6,0.7,1.4,4e-05,2e-06,10600000000.0,0.000128,-2.804
0.6,0.7,1.4,4e-05,3e-06,14400000000.0,0.000185,-3.016
0.6,0.7,1.4,4e-05,4e-06,17100000000.0,0.00024,-3.233
0.6,0.7,1.4,4e-05,6e-06,21600000000.0,0.000341,-3.66
0.6,0.7,1.4,4e-05,7e-06,23100000000.0,0.000388,-3.867
0.6,0.7,1.4,4e-05,8e-06,24300000000.0,0.000432,-4.068
0.6,0.7,1.4,4.25e-05,5e-06,18200000000.0,0.000294,-3.385
0.6,0.7,1.4,4.25e-05,2e-06,10100000000.0,0.000128,-2.779
0.6,0.7,1.4,4.25e-05,3e-06,13600000000.0,0.000186,-2.978
0.6,0.7,1.4,4.25e-05,4e-06,16200000000.0,0.000242,-3.182
0.6,0.7,1.4,4.25e-05,6e-06,20100000000.0,0.000344,-3.586
0.6,0.7,1.4,4.25e-05,7e-06,21600000000.0,0.000392,-3.783
0.6,0.7,1.4,4.25e-05,8e-06,22800000000.0,0.000437,-3.975
0.6,0.7,1.4,4.5e-05,5e-06,17200000000.0,0.000296,-3.329
0.6,0.7,1.4,4.5e-05,2e-06,9610000000.0,0.000129,-2.758
0.6,0.7,1.4,4.5e-05,3e-06,12800000000.0,0.000187,-2.945
0.6,0.7,1.4,4.5e-05,4e-06,15300000000.0,0.000243,-3.136
0.6,0.7,1.4,4.5e-05,6e-06,18800000000.0,0.000347,-3.52
0.6,0.7,1.4,4.5e-05,7e-06,20200000000.0,0.000395,-3.707
0.6,0.7,1.4,4.5e-05,8e-06,21400000000.0,0.000442,-3.89
0.6,0.7,1.4,4.75e-05,5e-06,16300000000.0,0.000298,-3.278
0.6,0.7,1.4,4.75e-05,2e-06,9160000000.0,0.000129,-2.739
0.6,0.7,1.4,4.75e-05,3e-06,12000000000.0,0.000188,-2.915
0.6,0.7,1.4,4.75e-05,4e-06,14500000000.0,0.000244,-3.096
0.6,0.7,1.4,4.75e-05,6e-06,17700000000.0,0.00035,-3.46
0.6,0.7,1.4,4.75e-05,7e-06,18900000000.0,0.000399,-3.638
0.6,0.7,1.4,4.75e-05,8e-06,20000000000.0,0.000446,-3.814
0.6,0.7,1.4,5.25e-05,5e-06,14600000000.0,0.000302,-3.192
0.6,0.7,1.4,5.25e-05,2e-06,8310000000.0,0.00013,-2.706
0.6,0.7,1.4,5.25e-05,3e-06,10800000000.0,0.00019,-2.864
0.6,0.7,1.4,5.25e-05,4e-06,13000000000.0,0.000247,-3.027
0.6,0.7,1.4,5.25e-05,6e-06,15800000000.0,0.000354,-3.357
0.6,0.7,1.4,5.25e-05,7e-06,16800000000.0,0.000405,-3.52
0.6,0.7,1.4,5.25e-05,8e-06,17600000000.0,0.000453,-3.681
0.6,0.7,1.4,5.5e-05,5e-06,13800000000.0,0.000303,-3.154
0.6,0.7,1.4,5.5e-05,2e-06,7900000000.0,0.00013,-2.692
0.6,0.7,1.4,5.5e-05,3e-06,10300000000.0,0.00019,-2.842
0.6,0.7,1.4,5.5e-05,4e-06,12300000000.0,0.000248,-2.997
0.6,0.7,1.4,5.5e-05,6e-06,15000000000.0,0.000356,-3.312
0.6,0.7,1.4,5.5e-05,7e-06,15900000000.0,0.000407,-3.468
0.6,0.7,1.4,5.5e-05,8e-06,16700000000.0,0.000457,-3.622
0.6,0.7,1.4,5.75e-05,5e-06,13100000000.0,0.000305,-3.12
0.6,0.7,1.4,5.75e-05,2e-06,7520000000.0,0.000131,-2.679
0.6,0.7,1.4,5.75e-05,3e-06,9880000000.0,0.000191,-2.823
0.6,0.7,1.4,5.75e-05,4e-06,11600000000.0,0.000249,-2.97
0.6,0.7,1.4,5.75e-05,6e-06,14200000000.0,0.000358,-3.271
0.6,0.7,1.4,5.75e-05,7e-06,15100000000.0,0.00041,-3.421
0.6,0.7,1.4,5.75e-05,8e-06,15800000000.0,0.00046,-3.569
0.6,0.7,1.4,6e-05,5e-06,12400000000.0,0.000306,-3.089
0.6,0.7,1.4,6e-05,2e-06,7140000000.0,0.000131,-2.667
0.6,0.7,1.4,6e-05,3e-06,9450000000.0,0.000192,-2.805
0.6,0.7,1.4,6e-05,4e-06,11000000000.0,0.00025,-2.945
0.6,0.7,1.4,6e-05,6e-06,13500000000.0,0.00036,-3.233
0.6,0.7,1.4,6e-05,7e-06,14300000000.0,0.000412,-3.377
0.6,0.7,1.4,6e-05,8e-06,15000000000.0,0.000463,-3.52
0.6,0.7,1.5,5e-05,5e-06,15400000000.0,0.000327,-3.133
0.6,0.7,1.5,5e-05,2e-06,8760000000.0,0.00014,-2.684
0.6,0.7,1.5,5e-05,3e-06,11400000000.0,0.000205,-2.829
0.6,0.7,1.5,5e-05,4e-06,13800000000.0,0.000267,-2.98
0.6,0.7,1.5,5e-05,6e-06,16800000000.0,0.000384,-3.287
0.6,0.7,1.5,5e-05,7e-06,17800000000.0,0.000439,-3.441
0.6,0.7,1.5,5e-05,8e-06,18800000000.0,0.000493,-3.594
0.6,0.7,1.5,4e-05,5e-06,19500000000.0,0.000318,-3.325
0.6,0.7,1.5,4e-05,2e-06,10600000000.0,0.000138,-2.756
0.6,0.7,1.5,4e-05,3e-06,14400000000.0,0.000201,-2.941
0.6,0.7,1.5,4e-05,4e-06,17100000000.0,0.000261,-3.132
0.6,0.7,1.5,4e-05,6e-06,21600000000.0,0.000373,-3.517
0.6,0.7,1.5,4e-05,7e-06,23100000000.0,0.000425,-3.707
0.6,0.7,1.5,4e-05,8e-06,24400000000.0,0.000475,-3.893
0.6,0.7,1.5,4.25e-05,5e-06,18200000000.0,0.000321,-3.269
0.6,0.7,1.5,4.25e-05,2e-06,10100000000.0,0.000139,-2.735
0.6,0.7,1.5,4.25e-05,3e-06,13600000000.0,0.000202,-2.908
0.6,0.7,1.5,4.25e-05,4e-06,16200000000.0,0.000263,-3.087
0.6,0.7,1.5,4.25e-05,6e-06,20200000000.0,0.000376,-3.45
0.6,0.7,1.5,4.25e-05,7e-06,21700000000.0,0.000429,-3.629
0.6,0.7,1.5,4.25e-05,8e-06,22900000000.0,0.00048,-3.806
0.6,0.7,1.5,4.5e-05,5e-06,17200000000.0,0.000323,-3.218
0.6,0.7,1.5,4.5e-05,2e-06,9640000000.0,0.000139,-2.716
0.6,0.7,1.5,4.5e-05,3e-06,12800000000.0,0.000203,-2.879
0.6,0.7,1.5,4.5e-05,4e-06,15400000000.0,0.000264,-3.047
0.6,0.7,1.5,4.5e-05,6e-06,18800000000.0,0.000379,-3.39
0.6,0.7,1.5,4.5e-05,7e-06,20300000000.0,0.000433,-3.56
0.6,0.7,1.5,4.5e-05,8e-06,21400000000.0,0.000485,-3.728
0.6,0.7,1.5,4.75e-05,5e-06,16300000000.0,0.000325,-3.173
0.6,0.7,1.5,4.75e-05,2e-06,9190000000.0,0.00014,-2.699
0.6,0.7,1.5,4.75e-05,3e-06,12100000000.0,0.000204,-2.853
0.6,0.7,1.5,4.75e-05,4e-06,14500000000.0,0.000266,-3.012
0.6,0.7,1.5,4.75e-05,6e-06,17700000000.0,0.000382,-3.336
0.6,0.7,1.5,4.75e-05,7e-06,19000000000.0,0.000436,-3.498
0.6,0.7,1.5,4.75e-05,8e-06,20100000000.0,0.000489,-3.658
0.6,0.7,1.5,5.25e-05,5e-06,14600000000.0,0.000328,-3.096
0.6,0.7,1.5,5.25e-05,2e-06,8350000000.0,0.00014,-2.671
0.6,0.7,1.5,5.25e-05,3e-06,10900000000.0,0.000206,-2.808
0.6,0.7,1.5,5.25e-05,4e-06,13000000000.0,0.000268,-2.951
0.6,0.7,1.5,5.25e-05,6e-06,15900000000.0,0.000386,-3.243
0.6,0.7,1.5,5.25e-05,7e-06,16900000000.0,0.000442,-3.39
0.6,0.7,1.5,5.25e-05,8e-06,17700000000.0,0.000497,-3.536
0.6,0.7,1.5,5.5e-05,5e-06,13900000000.0,0.00033,-3.063
0.6,0.7,1.5,5.5e-05,2e-06,7950000000.0,0.000141,-2.658
0.6,0.7,1.5,5.5e-05,3e-06,10400000000.0,0.000206,-2.789
0.6,0.7,1.5,5.5e-05,4e-06,12300000000.0,0.000269,-2.925
0.6,0.7,1.5,5.5e-05,6e-06,15100000000.0,0.000388,-3.203
0.6,0.7,1.5,5.5e-05,7e-06,16000000000.0,0.000445,-3.343
0.6,0.7,1.5,5.5e-05,8e-06,16700000000.0,0.0005,-3.483
0.6,0.7,1.5,5.75e-05,5e-06,13200000000.0,0.000331,-3.033
0.6,0.7,1.5,5.75e-05,2e-06,7560000000.0,0.000141,-2.647
0.6,0.7,1.5,5.75e-05,3e-06,9930000000.0,0.000207,-2.772
0.6,0.7,1.5,5.75e-05,4e-06,11700000000.0,0.00027,-2.901
0.6,0.7,1.5,5.75e-05,6e-06,14300000000.0,0.00039,-3.166
0.6,0.7,1.5,5.75e-05,7e-06,15200000000.0,0.000447,-3.301
0.6,0.7,1.5,5.75e-05,8e-06,15900000000.0,0.000503,-3.435
0.6,0.7,1.5,6e-05,5e-06,12500000000.0,0.000333,-3.005
0.6,0.7,1.5,6e-05,2e-06,7180000000.0,0.000141,-2.637
0.6,0.7,1.5,6e-05,3e-06,9500000000.0,0.000207,-2.756
0.6,0.7,1.5,6e-05,4e-06,11100000000.0,0.000271,-2.879
0.6,0.7,1.5,6e-05,6e-06,13600000000.0,0.000392,-3.133
0.6,0.7,1.5,6e-05,7e-06,14400000000.0,0.00045,-3.261
0.6,0.7,1.5,6e-05,8e-06,15100000000.0,0.000506,-3.39
0.6,0.7,1.6,5e-05,5e-06,15500000000.0,0.000354,-3.045
0.6,0.7,1.6,5e-05,2e-06,8810000000.0,0.000151,-2.653
0.6,0.7,1.6,5e-05,3e-06,11400000000.0,0.000221,-2.779
0.6,0.7,1.6,5e-05,4e-06,13800000000.0,0.000289,-2.91
0.6,0.7,1.6,5e-05,6e-06,16800000000.0,0.000417,-3.181
0.6,0.7,1.6,5e-05,7e-06,17900000000.0,0.000478,-3.319
0.6,0.7,1.6,5e-05,8e-06,18900000000.0,0.000537,-3.457
0.6,0.7,1.6,4e-05,5e-06,19500000000.0,0.000346,-3.215
0.6,0.7,1.6,4e-05,2e-06,10600000000.0,0.000149,-2.715
0.6,0.7,1.6,4e-05,3e-06,14500000000.0,0.000217,-2.877
0.6,0.7,1.6,4e-05,4e-06,17200000000.0,0.000283,-3.044
0.6,0.7,1.6,4e-05,6e-06,21600000000.0,0.000406,-3.388
0.6,0.7,1.6,4e-05,7e-06,23200000000.0,0.000464,-3.56
0.6,0.7,1.6,4e-05,8e-06,24400000000.0,0.00052,-3.73
0.6,0.7,1.6,4.25e-05,5e-06,18300000000.0,0.000348,-3.165
0.6,0.7,1.6,4.25e-05,2e-06,10200000000.0,0.000149,-2.697
0.6,0.7,1.6,4.25e-05,3e-06,13700000000.0,0.000218,-2.848
0.6,0.7,1.6,4.25e-05,4e-06,16300000000.0,0.000285,-3.005
0.6,0.7,1.6,4.25e-05,6e-06,20200000000.0,0.000409,-3.327
0.6,0.7,1.6,4.25e-05,7e-06,21700000000.0,0.000468,-3.489
0.6,0.7,1.6,4.25e-05,8e-06,22900000000.0,0.000525,-3.65
0.6,0.7,1.6,4.5e-05,5e-06,17300000000.0,0.00035,-3.12
0.6,0.7,1.6,4.5e-05,2e-06,9690000000.0,0.00015,-2.68
0.6,0.7,1.6,4.5e-05,3e-06,12900000000.0,0.00022,-2.822
0.6,0.7,1.6,4.5e-05,4e-06,15400000000.0,0.000286,-2.969
0.6,0.7,1.6,4.5e-05,6e-06,18900000000.0,0.000412,-3.273
0.6,0.7,1.6,4.5e-05,7e-06,20400000000.0,0.000472,-3.426
0.6,0.7,1.6,4.5e-05,8e-06,21500000000.0,0.000529,-3.579
0.6,0.7,1.6,4.75e-05,5e-06,16300000000.0,0.000352,-3.08
0.6,0.7,1.6,4.75e-05,2e-06,9240000000.0,0.00015,-2.666
0.6,0.7,1.6,4.75e-05,3e-06,12100000000.0,0.00022,-2.8
0.6,0.7,1.6,4.75e-05,4e-06,14600000000.0,0.000287,-2.938
0.6,0.7,1.6,4.75e-05,6e-06,17800000000.0,0.000415,-3.225
0.6,0.7,1.6,4.75e-05,7e-06,19100000000.0,0.000475,-3.37
0.6,0.7,1.6,4.75e-05,8e-06,20200000000.0,0.000533,-3.515
0.6,0.7,1.6,5.25e-05,5e-06,14700000000.0,0.000356,-3.012
0.6,0.7,1.6,5.25e-05,2e-06,8400000000.0,0.000151,-2.641
0.6,0.7,1.6,5.25e-05,3e-06,10900000000.0,0.000222,-2.761
0.6,0.7,1.6,5.25e-05,4e-06,13100000000.0,0.00029,-2.885
0.6,0.7,1.6,5.25e-05,6e-06,15900000000.0,0.00042,-3.142
0.6,0.7,1.6,5.25e-05,7e-06,16900000000.0,0.000481,-3.273
0.6,0.7,1.6,5.25e-05,8e-06,17800000000.0,0.000541,-3.405
0.6,0.7,1.6,5.5e-05,5e-06,14000000000.0,0.000357,-2.983
0.6,0.7,1.6,5.5e-05,2e-06,8000000000.0,0.000152,-2.63
0.6,0.7,1.6,5.5e-05,3e-06,10400000000.0,0.000222,-2.744
0.6,0.7,1.6,5.5e-05,4e-06,12400000000.0,0.000291,-2.862
0.6,0.7,1.6,5.5e-05,6e-06,15100000000.0,0.000421,-3.107
0.6,0.7,1.6,5.5e-05,7e-06,16100000000.0,0.000484,-3.231
0.6,0.7,1.6,5.5e-05,8e-06,16800000000.0,0.000544,-3.357
0.6,0.7,1.6,5.75e-05,5e-06,13200000000.0,0.000358,-2.957
0.6,0.7,1.6,5.75e-05,2e-06,7610000000.0,0.000152,-2.62
0.6,0.7,1.6,5.75e-05,3e-06,9980000000.0,0.000223,-2.729
0.6,0.7,1.6,5.75e-05,4e-06,11700000000.0,0.000292,-2.842
0.6,0.7,1.6,5.75e-05,6e-06,14400000000.0,0.000423,-3.074
0.6,0.7,1.6,5.75e-05,7e-06,15200000000.0,0.000486,-3.193
0.6,0.7,1.6,5.75e-05,8e-06,16000000000.0,0.000547,-3.313
0.6,0.7,1.6,6e-05,5e-06,12600000000.0,0.00036,-2.933
0.6,0.7,1.6,6e-05,2e-06,7240000000.0,0.000152,-2.612
0.6,0.7,1.6,6e-05,3e-06,9550000000.0,0.000224,-2.716
0.6,0.7,1.6,6e-05,4e-06,11100000000.0,0.000293,-2.823
0.6,0.7,1.6,6e-05,6e-06,13700000000.0,0.000425,-3.045
0.6,0.7,1.6,6e-05,7e-06,14500000000.0,0.000488,-3.159
0.6,0.7,1.6,6e-05,8e-06,15200000000.0,0.00055,-3.273
0.6,0.7,1.7,5e-05,5e-06,15600000000.0,0.000383,-2.968
0.6,0.7,1.7,5e-05,2e-06,8860000000.0,0.000162,-2.627
0.6,0.7,1.7,5e-05,3e-06,11500000000.0,0.000238,-2.737
0.6,0.7,1.7,5e-05,4e-06,13900000000.0,0.000312,-2.851
0.6,0.7,1.7,5e-05,6e-06,16900000000.0,0.000452,-3.088
0.6,0.7,1.7,5e-05,7e-06,18000000000.0,0.00052,-3.21
0.6,0.7,1.7,5e-05,8e-06,19000000000.0,0.000585,-3.333
0.6,0.7,1.7,4e-05,5e-06,19600000000.0,0.000375,-3.118
0.6,0.7,1.7,4e-05,2e-06,10700000000.0,0.00016,-2.681
0.6,0.7,1.7,4e-05,3e-06,14500000000.0,0.000235,-2.822
0.6,0.7,1.7,4e-05,4e-06,17200000000.0,0.000307,-2.968
0.6,0.7,1.7,4e-05,6e-06,21700000000.0,0.000442,-3.271
0.6,0.7,1.7,4e-05,7e-06,23200000000.0,0.000506,-3.425
0.6,0.7,1.7,4e-05,8e-06,24500000000.0,0.000568,-3.58
0.6,0.7,1.7,4.25e-05,5e-06,18300000000.0,0.000378,-3.074
0.6,0.7,1.7,4.25e-05,2e-06,10200000000.0,0.000161,-2.665
0.6,0.7,1.7,4.25e-05,3e-06,13700000000.0,0.000236,-2.797
0.6,0.7,1.7,4.25e-05,4e-06,16300000000.0,0.000308,-2.933
0.6,0.7,1.7,4.25e-05,6e-06,20300000000.0,0.000445,-3.217
0.6,0.7,1.7,4.25e-05,7e-06,21800000000.0,0.00051,-3.362
0.6,0.7,1.7,4.25e-05,8e-06,23000000000.0,0.000573,-3.507
0.6,0.7,1.7,4.5e-05,5e-06,17300000000.0,0.00038,-3.034
0.6,0.7,1.7,4.5e-05,2e-06,9740000000.0,0.000161,-2.651
0.6,0.7,1.7,4.5e-05,3e-06,12900000000.0,0.000237,-2.775
0.6,0.7,1.7,4.5e-05,4e-06,15500000000.0,0.000309,-2.902
0.6,0.7,1.7,4.5e-05,6e-06,19000000000.0,0.000448,-3.169
0.6,0.7,1.7,4.5e-05,7e-06,20500000000.0,0.000513,-3.306
0.6,0.7,1.7,4.5e-05,8e-06,21600000000.0,0.000578,-3.443
0.6,0.7,1.7,4.75e-05,5e-06,16400000000.0,0.000381,-2.999
0.6,0.7,1.7,4.75e-05,2e-06,9290000000.0,0.000162,-2.638
0.6,0.7,1.7,4.75e-05,3e-06,12200000000.0,0.000237,-2.755
0.6,0.7,1.7,4.75e-05,4e-06,14600000000.0,0.000311,-2.875
0.6,0.7,1.7,4.75e-05,6e-06,17800000000.0,0.00045,-3.126
0.6,0.7,1.7,4.75e-05,7e-06,19200000000.0,0.000517,-3.255
0.6,0.7,1.7,4.75e-05,8e-06,20300000000.0,0.000581,-3.385
0.6,0.7,1.7,5.25e-05,5e-06,14800000000.0,0.000385,-2.94
0.6,0.7,1.7,5.25e-05,2e-06,8450000000.0,0.000163,-2.617
0.6,0.7,1.7,5.25e-05,3e-06,11000000000.0,0.000239,-2.721
0.6,0.7,1.7,5.25e-05,4e-06,13200000000.0,0.000313,-2.829
0.6,0.7,1.7,5.25e-05,6e-06,16000000000.0,0.000455,-3.054
0.6,0.7,1.7,5.25e-05,7e-06,17000000000.0,0.000523,-3.169
0.6,0.7,1.7,5.25e-05,8e-06,17900000000.0,0.000588,-3.286
0.6,0.7,1.7,5.5e-05,5e-06,14000000000.0,0.000386,-2.914
0.6,0.7,1.7,5.5e-05,2e-06,8050000000.0,0.000163,-2.607
0.6,0.7,1.7,5.5e-05,3e-06,10500000000.0,0.00024,-2.707
0.6,0.7,1.7,5.5e-05,4e-06,12500000000.0,0.000314,-2.809
0.6,0.7,1.7,5.5e-05,6e-06,15200000000.0,0.000456,-3.022
0.6,0.7,1.7,5.5e-05,7e-06,16100000000.0,0.000525,-3.132
0.6,0.7,1.7,5.5e-05,8e-06,16900000000.0,0.000592,-3.244
0.6,0.7,1.7,5.75e-05,5e-06,13300000000.0,0.000387,-2.891
0.6,0.7,1.7,5.75e-05,2e-06,7670000000.0,0.000163,-2.599
0.6,0.7,1.7,5.75e-05,3e-06,10000000000.0,0.00024,-2.694
0.6,0.7,1.7,5.75e-05,4e-06,11800000000.0,0.000315,-2.791
0.6,0.7,1.7,5.75e-05,6e-06,14400000000.0,0.000458,-2.994
0.6,0.7,1.7,5.75e-05,7e-06,15300000000.0,0.000527,-3.099
0.6,0.7,1.7,5.75e-05,8e-06,16000000000.0,0.000594,-3.205
0.6,0.7,1.7,6e-05,5e-06,12600000000.0,0.000389,-2.87
0.6,0.7,1.7,6e-05,2e-06,7290000000.0,0.000164,-2.591
0.6,0.7,1.7,6e-05,3e-06,9600000000.0,0.000241,-2.682
0.6,0.7,1.7,6e-05,4e-06,11200000000.0,0.000316,-2.775
0.6,0.7,1.7,6e-05,6e-06,13700000000.0,0.00046,-2.968
0.6,0.7,1.7,6e-05,7e-06,14600000000.0,0.000529,-3.068
0.6,0.7,1.7,6e-05,8e-06,15200000000.0,0.000597,-3.169
0.6,0.7,1.8,5e-05,5e-06,15600000000.0,0.000417,-2.902
0.6,0.7,1.8,5e-05,2e-06,8920000000.0,0.000175,-2.606
0.6,0.7,1.8,5e-05,3e-06,11600000000.0,0.000258,-2.702
0.6,0.7,1.8,5e-05,4e-06,14000000000.0,0.000339,-2.8
0.6,0.7,1.8,5e-05,6e-06,17000000000.0,0.000494,-3.007
0.6,0.7,1.8,5e-05,7e-06,18100000000.0,0.000569,-3.114
0.6,0.7,1.8,5e-05,8e-06,19100000000.0,0.000642,-3.222
0.6,0.7,1.8,4e-05,5e-06,19700000000.0,0.00041,-3.033
0.6,0.7,1.8,4e-05,2e-06,10700000000.0,0.000173,-2.653
0.6,0.7,1.8,4e-05,3e-06,14600000000.0,0.000255,-2.775
0.6,0.7,1.8,4e-05,4e-06,17300000000.0,0.000334,-2.902
0.6,0.7,1.8,4e-05,6e-06,21700000000.0,0.000484,-3.167
0.6,0.7,1.8,4e-05,7e-06,23300000000.0,0.000556,-3.304
0.6,0.7,1.8,4e-05,8e-06,24500000000.0,0.000626,-3.443
0.6,0.7,1.8,4.25e-05,5e-06,18400000000.0,0.000412,-2.994
0.6,0.7,1.8,4.25e-05,2e-06,10300000000.0,0.000174,-2.639
0.6,0.7,1.8,4.25e-05,3e-06,13800000000.0,0.000256,-2.753
0.6,0.7,1.8,4.25e-05,4e-06,16400000000.0,0.000336,-2.871
0.6,0.7,1.8,4.25e-05,6e-06,20400000000.0,0.000487,-3.12
0.6,0.7,1.8,4.25e-05,7e-06,21900000000.0,0.00056,-3.248
0.6,0.7,1.8,4.25e-05,8e-06,23100000000.0,0.00063,-3.378
0.6,0.7,1.8,4.5e-05,5e-06,17400000000.0,0.000414,-2.96
0.6,0.7,1.8,4.5e-05,2e-06,9790000000.0,0.000174,-2.627
0.6,0.7,1.8,4.5e-05,3e-06,13000000000.0,0.000257,-2.734
0.6,0.7,1.8,4.5e-05,4e-06,15500000000.0,0.000337,-2.845
0.6,0.7,1.8,4.5e-05,6e-06,19100000000.0,0.00049,-3.078
0.6,0.7,1.8,4.5e-05,7e-06,20500000000.0,0.000563,-3.198
0.6,0.7,1.8,4.5e-05,8e-06,21700000000.0,0.000634,-3.32
0.6,0.7,1.8,4.75e-05,5e-06,16500000000.0,0.000416,-2.929
0.6,0.7,1.8,4.75e-05,2e-06,9350000000.0,0.000175,-2.616
0.6,0.7,1.8,4.75e-05,3e-06,12300000000.0,0.000257,-2.717
0.6,0.7,1.8,4.75e-05,4e-06,14700000000.0,0.000338,-2.821
