Rd,VDD,Vgate,Wn,Bandwidth,DCPowerConsumption,VoltageGain
750.0,1.5,0.75,1.45e-05,353000000.0,0.00214,14.32
750.0,1.5,0.75,1.5e-05,357000000.0,0.00218,14.42
750.0,1.5,0.85,7.5e-06,326000000.0,0.00213,11.26
750.0,1.5,0.85,3e-06,286000000.0,0.00105,5.945
750.0,1.5,0.85,3.5e-06,290000000.0,0.0012,7.0
750.0,1.5,0.85,4e-06,293000000.0,0.00133,7.88
750.0,1.5,0.85,4.5e-06,297000000.0,0.00146,8.625
750.0,1.5,0.85,5e-06,301000000.0,0.00159,9.263
750.0,1.5,0.85,5.5e-06,306000000.0,0.00171,9.813
750.0,1.5,0.85,6e-06,310000000.0,0.00182,10.29
750.0,1.5,0.85,6.5e-06,315000000.0,0.00193,10.69
750.0,1.5,0.85,7e-06,320000000.0,0.00203,11.01
750.0,1.5,0.85,8e-06,335000000.0,0.00222,11.39
750.0,1.5,0.85,8.5e-06,346000000.0,0.00231,11.35
750.0,1.5,0.85,9e-06,365000000.0,0.00239,11.06
750.0,1.5,0.85,9.5e-06,398000000.0,0.00246,10.36
750.0,1.5,0.85,1e-05,458000000.0,0.00252,9.146
750.0,1.5,0.85,1.05e-05,559000000.0,0.00257,7.498
750.0,1.5,0.85,1.1e-05,706000000.0,0.00261,5.675
750.0,1.5,0.85,1.15e-05,847000000.0,0.00264,3.917
750.0,1.5,0.85,1.2e-05,979000000.0,0.00267,2.335
750.0,1.5,0.85,1.25e-05,1110000000.0,0.00269,0.961
750.0,1.5,0.9,7.5e-06,420000000.0,0.00245,7.896
750.0,1.5,0.9,3e-06,287000000.0,0.00125,6.017
750.0,1.5,0.9,3.5e-06,291000000.0,0.00142,7.044
750.0,1.5,0.9,4e-06,296000000.0,0.00158,7.889
750.0,1.5,0.9,4.5e-06,301000000.0,0.00173,8.587
750.0,1.5,0.9,5e-06,306000000.0,0.00188,9.152
750.0,1.5,0.9,5.5e-06,312000000.0,0.00201,9.58
750.0,1.5,0.9,6e-06,321000000.0,0.00214,9.832
750.0,1.5,0.9,6.5e-06,335000000.0,0.00226,9.799
750.0,1.5,0.9,7e-06,362000000.0,0.00236,9.253
750.0,1.5,0.9,8e-06,533000000.0,0.00252,5.795
750.0,1.5,0.9,8.5e-06,708000000.0,0.00258,3.475
750.0,1.5,0.9,9e-06,872000000.0,0.00262,1.378
750.0,1.6,0.8,7.5e-06,316000000.0,0.00194,11.58
750.0,1.6,0.8,3e-06,285000000.0,0.000946,5.814
750.0,1.6,0.8,3.5e-06,288000000.0,0.00108,6.89
750.0,1.6,0.8,4e-06,292000000.0,0.0012,7.793
750.0,1.6,0.8,4.5e-06,295000000.0,0.00132,8.564
750.0,1.6,0.8,5e-06,299000000.0,0.00143,9.233
750.0,1.6,0.8,5.5e-06,302000000.0,0.00154,9.818
750.0,1.6,0.8,6e-06,306000000.0,0.00165,10.33
750.0,1.6,0.8,6.5e-06,309000000.0,0.00175,10.79
750.0,1.6,0.8,7e-06,313000000.0,0.00184,11.21
750.0,1.6,0.8,8e-06,320000000.0,0.00202,11.91
750.0,1.6,0.8,8.5e-06,324000000.0,0.00211,12.21
750.0,1.6,0.8,9e-06,328000000.0,0.00219,12.48
750.0,1.6,0.8,9.5e-06,332000000.0,0.00227,12.72
750.0,1.6,0.8,1e-05,336000000.0,0.00235,12.94
750.0,1.6,0.8,1.05e-05,340000000.0,0.00242,13.12
750.0,1.6,0.8,1.1e-05,345000000.0,0.00249,13.27
750.0,1.6,0.8,1.15e-05,351000000.0,0.00256,13.38
750.0,1.6,0.8,1.2e-05,358000000.0,0.00263,13.44
750.0,1.6,0.8,1.25e-05,366000000.0,0.00269,13.44
750.0,1.6,0.8,1.3e-05,377000000.0,0.00275,13.35
750.0,1.6,0.8,1.35e-05,392000000.0,0.00281,13.15
750.0,1.6,0.8,1.4e-05,413000000.0,0.00286,12.77
750.0,1.6,0.8,1.45e-05,446000000.0,0.00291,12.19
750.0,1.6,0.8,1.5e-05,495000000.0,0.00295,11.35
750.0,1.6,0.6,7.5e-06,290000000.0,0.000506,7.902
750.0,1.6,0.6,3e-06,275000000.0,0.000229,1.562
750.0,1.6,0.6,3.5e-06,277000000.0,0.000263,2.699
750.0,1.6,0.6,4e-06,278000000.0,0.000296,3.664
750.0,1.6,0.6,4.5e-06,280000000.0,0.000328,4.497
750.0,1.6,0.6,5e-06,282000000.0,0.00036,5.229
750.0,1.6,0.6,5.5e-06,283000000.0,0.00039,5.878
750.0,1.6,0.6,6e-06,285000000.0,0.00042,6.459
750.0,1.6,0.6,6.5e-06,287000000.0,0.000449,6.985
750.0,1.6,0.6,7e-06,288000000.0,0.000478,7.464
750.0,1.6,0.6,8e-06,291000000.0,0.000533,8.305
750.0,1.6,0.6,8.5e-06,293000000.0,0.000559,8.678
750.0,1.6,0.6,9e-06,294000000.0,0.000585,9.024
750.0,1.6,0.6,9.5e-06,296000000.0,0.000611,9.347
750.0,1.6,0.6,1e-05,297000000.0,0.000636,9.648
750.0,1.6,0.6,1.05e-05,299000000.0,0.00066,9.931
750.0,1.6,0.6,1.1e-05,300000000.0,0.000684,10.2
750.0,1.6,0.6,1.15e-05,301000000.0,0.000708,10.45
750.0,1.6,0.6,1.2e-05,303000000.0,0.000731,10.68
750.0,1.6,0.6,1.25e-05,304000000.0,0.000754,10.91
750.0,1.6,0.6,1.3e-05,305000000.0,0.000776,11.12
750.0,1.6,0.6,1.35e-05,307000000.0,0.000798,11.32
750.0,1.6,0.6,1.4e-05,308000000.0,0.00082,11.52
750.0,1.6,0.6,1.45e-05,309000000.0,0.000841,11.7
750.0,1.6,0.6,1.5e-05,311000000.0,0.000861,11.87
750.0,1.6,0.65,7.5e-06,298000000.0,0.000803,9.718
750.0,1.6,0.65,3e-06,279000000.0,0.000374,3.617
750.0,1.6,0.65,3.5e-06,281000000.0,0.000428,4.721
750.0,1.6,0.65,4e-06,283000000.0,0.000481,5.654
750.0,1.6,0.65,4.5e-06,286000000.0,0.000531,6.459
750.0,1.6,0.65,5e-06,288000000.0,0.00058,7.162
750.0,1.6,0.65,5.5e-06,290000000.0,0.000627,7.786
750.0,1.6,0.65,6e-06,292000000.0,0.000673,8.343
750.0,1.6,0.65,6.5e-06,294000000.0,0.000718,8.845
750.0,1.6,0.65,7e-06,296000000.0,0.000761,9.302
750.0,1.6,0.65,8e-06,300000000.0,0.000844,10.1
750.0,1.6,0.65,8.5e-06,302000000.0,0.000884,10.45
750.0,1.6,0.65,9e-06,304000000.0,0.000922,10.78
750.0,1.6,0.65,9.5e-06,306000000.0,0.00096,11.09
750.0,1.6,0.65,1e-05,308000000.0,0.000997,11.37
750.0,1.6,0.65,1.05e-05,310000000.0,0.00103,11.63
750.0,1.6,0.65,1.1e-05,312000000.0,0.00107,11.88
750.0,1.6,0.65,1.15e-05,314000000.0,0.0011,12.12
750.0,1.6,0.65,1.2e-05,316000000.0,0.00114,12.34
750.0,1.6,0.65,1.25e-05,318000000.0,0.00117,12.54
750.0,1.6,0.65,1.3e-05,320000000.0,0.0012,12.74
750.0,1.6,0.65,1.35e-05,321000000.0,0.00123,12.93
750.0,1.6,0.65,1.4e-05,323000000.0,0.00126,13.1
750.0,1.6,0.65,1.45e-05,325000000.0,0.00129,13.27
750.0,1.6,0.65,1.5e-05,327000000.0,0.00132,13.43
750.0,1.6,0.7,7.5e-06,305000000.0,0.00115,10.77
750.0,1.6,0.7,3e-06,282000000.0,0.000548,4.79
750.0,1.6,0.7,3.5e-06,284000000.0,0.000626,5.879
750.0,1.6,0.7,4e-06,287000000.0,0.000701,6.798
750.0,1.6,0.7,4.5e-06,290000000.0,0.000772,7.59
750.0,1.6,0.7,5e-06,293000000.0,0.000841,8.281
750.0,1.6,0.7,5.5e-06,295000000.0,0.000908,8.891
750.0,1.6,0.7,6e-06,298000000.0,0.000972,9.436
750.0,1.6,0.7,6.5e-06,300000000.0,0.00103,9.926
750.0,1.6,0.7,7e-06,303000000.0,0.00109,10.37
750.0,1.6,0.7,8e-06,308000000.0,0.00121,11.14
750.0,1.6,0.7,8.5e-06,310000000.0,0.00126,11.48
750.0,1.6,0.7,9e-06,313000000.0,0.00132,11.8
750.0,1.6,0.7,9.5e-06,315000000.0,0.00137,12.09
750.0,1.6,0.7,1e-05,318000000.0,0.00142,12.36
750.0,1.6,0.7,1.05e-05,320000000.0,0.00147,12.61
750.0,1.6,0.7,1.1e-05,323000000.0,0.00151,12.84
750.0,1.6,0.7,1.15e-05,325000000.0,0.00156,13.06
750.0,1.6,0.7,1.2e-05,327000000.0,0.00161,13.27
750.0,1.6,0.7,1.25e-05,330000000.0,0.00165,13.47
750.0,1.6,0.7,1.3e-05,332000000.0,0.00169,13.65
750.0,1.6,0.7,1.35e-05,334000000.0,0.00173,13.82
750.0,1.6,0.7,1.4e-05,337000000.0,0.00177,13.99
750.0,1.6,0.7,1.45e-05,339000000.0,0.00181,14.14
750.0,1.6,0.7,1.5e-05,341000000.0,0.00185,14.29
750.0,1.6,0.75,7.5e-06,311000000.0,0.00154,11.34
750.0,1.6,0.75,3e-06,284000000.0,0.000742,5.449
750.0,1.6,0.75,3.5e-06,287000000.0,0.000845,6.532
750.0,1.6,0.75,4e-06,290000000.0,0.000944,7.445
750.0,1.6,0.75,4.5e-06,293000000.0,0.00104,8.228
750.0,1.6,0.75,5e-06,296000000.0,0.00113,8.91
750.0,1.6,0.75,5.5e-06,299000000.0,0.00122,9.511
750.0,1.6,0.75,6e-06,302000000.0,0.0013,10.04
750.0,1.6,0.75,6.5e-06,305000000.0,0.00138,10.52
750.0,1.6,0.75,7e-06,308000000.0,0.00146,10.95
750.0,1.6,0.75,8e-06,314000000.0,0.00161,11.7
750.0,1.6,0.75,8.5e-06,317000000.0,0.00168,12.03
750.0,1.6,0.75,9e-06,320000000.0,0.00175,12.32
750.0,1.6,0.75,9.5e-06,323000000.0,0.00181,12.6
750.0,1.6,0.75,1e-05,326000000.0,0.00188,12.86
750.0,1.6,0.75,1.05e-05,329000000.0,0.00194,13.09
750.0,1.6,0.75,1.1e-05,332000000.0,0.002,13.31
750.0,1.6,0.75,1.15e-05,335000000.0,0.00206,13.52
750.0,1.6,0.75,1.2e-05,338000000.0,0.00211,13.71
750.0,1.6,0.75,1.25e-05,341000000.0,0.00217,13.88
750.0,1.6,0.75,1.3e-05,344000000.0,0.00222,14.05
750.0,1.6,0.75,1.35e-05,347000000.0,0.00227,14.2
750.0,1.6,0.75,1.4e-05,350000000.0,0.00232,14.34
750.0,1.6,0.75,1.45e-05,354000000.0,0.00237,14.47
750.0,1.6,0.75,1.5e-05,357000000.0,0.00242,14.59
750.0,1.6,0.85,7.5e-06,324000000.0,0.00234,11.47
750.0,1.6,0.85,3e-06,286000000.0,0.00116,6.003
750.0,1.6,0.85,3.5e-06,290000000.0,0.00132,7.065
750.0,1.6,0.85,4e-06,294000000.0,0.00147,7.95
750.0,1.6,0.85,4.5e-06,298000000.0,0.00161,8.701
750.0,1.6,0.85,5e-06,302000000.0,0.00174,9.346
750.0,1.6,0.85,5.5e-06,306000000.0,0.00188,9.905
750.0,1.6,0.85,6e-06,310000000.0,0.002,10.39
750.0,1.6,0.85,6.5e-06,314000000.0,0.00212,10.81
750.0,1.6,0.85,7e-06,319000000.0,0.00223,11.17
750.0,1.6,0.85,8e-06,330000000.0,0.00244,11.7
750.0,1.6,0.85,8.5e-06,338000000.0,0.00254,11.84
750.0,1.6,0.85,9e-06,348000000.0,0.00263,11.85
750.0,1.6,0.85,9.5e-06,364000000.0,0.00272,11.66
750.0,1.6,0.85,1e-05,390000000.0,0.0028,11.16
750.0,1.6,0.85,1.05e-05,436000000.0,0.00287,10.22
750.0,1.6,0.85,1.1e-05,516000000.0,0.00292,8.797
750.0,1.6,0.85,1.15e-05,645000000.0,0.00297,7.085
750.0,1.6,0.85,1.2e-05,790000000.0,0.00301,5.308
750.0,1.6,0.85,1.25e-05,925000000.0,0.00304,3.661
750.0,1.6,0.85,1.3e-05,1060000000.0,0.00307,2.192
750.0,1.6,0.85,1.35e-05,1190000000.0,0.00309,0.9
750.0,1.6,0.9,7.5e-06,365000000.0,0.00272,9.817
750.0,1.6,0.9,3e-06,287000000.0,0.00137,6.079
750.0,1.6,0.9,3.5e-06,291000000.0,0.00156,7.116
750.0,1.6,0.9,4e-06,296000000.0,0.00173,7.972
750.0,1.6,0.9,4.5e-06,300000000.0,0.0019,8.687
750.0,1.6,0.9,5e-06,305000000.0,0.00206,9.284
750.0,1.6,0.9,5.5e-06,311000000.0,0.00221,9.77
750.0,1.6,0.9,6e-06,317000000.0,0.00235,10.14
750.0,1.6,0.9,6.5e-06,326000000.0,0.00248,10.35
750.0,1.6,0.9,7e-06,340000000.0,0.0026,10.31
750.0,1.6,0.9,8e-06,418000000.0,0.00281,8.612
750.0,1.6,0.9,8.5e-06,523000000.0,0.00289,6.634
750.0,1.6,0.9,9e-06,693000000.0,0.00295,4.371
750.0,1.6,0.9,9.5e-06,860000000.0,0.00299,2.24
750.0,1.6,0.9,1e-05,1010000000.0,0.00303,0.431
750.0,1.7,0.8,7.5e-06,317000000.0,0.00212,11.66
750.0,1.7,0.8,3e-06,286000000.0,0.00104,5.868
750.0,1.7,0.8,3.5e-06,289000000.0,0.00118,6.946
750.0,1.7,0.8,4e-06,293000000.0,0.00132,7.853
750.0,1.7,0.8,4.5e-06,296000000.0,0.00145,8.629
750.0,1.7,0.8,5e-06,299000000.0,0.00157,9.301
750.0,1.7,0.8,5.5e-06,303000000.0,0.00169,9.89
750.0,1.7,0.8,6e-06,306000000.0,0.00181,10.41
750.0,1.7,0.8,6.5e-06,310000000.0,0.00192,10.87
750.0,1.7,0.8,7e-06,313000000.0,0.00202,11.29
750.0,1.7,0.8,8e-06,321000000.0,0.00222,12.0
750.0,1.7,0.8,8.5e-06,324000000.0,0.00232,12.31
750.0,1.7,0.8,9e-06,328000000.0,0.00241,12.59
750.0,1.7,0.8,9.5e-06,332000000.0,0.00249,12.84
750.0,1.7,0.8,1e-05,336000000.0,0.00258,13.06
750.0,1.7,0.8,1.05e-05,340000000.0,0.00266,13.27
750.0,1.7,0.8,1.1e-05,344000000.0,0.00274,13.44
750.0,1.7,0.8,1.15e-05,349000000.0,0.00281,13.59
750.0,1.7,0.8,1.2e-05,354000000.0,0.00288,13.71
750.0,1.7,0.8,1.25e-05,360000000.0,0.00295,13.79
750.0,1.7,0.8,1.3e-05,367000000.0,0.00302,13.83
750.0,1.7,0.8,1.35e-05,375000000.0,0.00309,13.81
750.0,1.7,0.8,1.4e-05,387000000.0,0.00315,13.71
750.0,1.7,0.8,1.45e-05,402000000.0,0.0032,13.49
750.0,1.7,0.8,1.5e-05,425000000.0,0.00326,13.12
750.0,1.7,0.6,7.5e-06,292000000.0,0.00058,8.219
750.0,1.7,0.6,3e-06,277000000.0,0.000265,1.949
750.0,1.7,0.6,3.5e-06,278000000.0,0.000304,3.074
750.0,1.7,0.6,4e-06,280000000.0,0.000342,4.028
750.0,1.7,0.6,4.5e-06,282000000.0,0.000379,4.853
750.0,1.7,0.6,5e-06,284000000.0,0.000415,5.576
750.0,1.7,0.6,5.5e-06,286000000.0,0.00045,6.218
750.0,1.7,0.6,6e-06,287000000.0,0.000484,6.793
750.0,1.7,0.6,6.5e-06,289000000.0,0.000517,7.313
750.0,1.7,0.6,7e-06,291000000.0,0.000549,7.786
750.0,1.7,0.6,8e-06,294000000.0,0.000611,8.617
750.0,1.7,0.6,8.5e-06,295000000.0,0.000641,8.985
750.0,1.7,0.6,9e-06,297000000.0,0.000671,9.327
750.0,1.7,0.6,9.5e-06,298000000.0,0.000699,9.645
750.0,1.7,0.6,1e-05,300000000.0,0.000727,9.943
750.0,1.7,0.6,1.05e-05,301000000.0,0.000755,10.22
750.0,1.7,0.6,1.1e-05,303000000.0,0.000782,10.48
750.0,1.7,0.6,1.15e-05,304000000.0,0.000809,10.73
750.0,1.7,0.6,1.2e-05,306000000.0,0.000835,10.96
750.0,1.7,0.6,1.25e-05,307000000.0,0.00086,11.18
750.0,1.7,0.6,1.3e-05,309000000.0,0.000885,11.39
750.0,1.7,0.6,1.35e-05,310000000.0,0.00091,11.59
750.0,1.7,0.6,1.4e-05,311000000.0,0.000934,11.78
750.0,1.7,0.6,1.45e-05,313000000.0,0.000957,11.96
750.0,1.7,0.6,1.5e-05,314000000.0,0.000981,12.14
750.0,1.7,0.65,7.5e-06,301000000.0,0.000905,9.906
750.0,1.7,0.65,3e-06,280000000.0,0.000425,3.846
750.0,1.7,0.65,3.5e-06,283000000.0,0.000486,4.943
750.0,1.7,0.65,4e-06,285000000.0,0.000545,5.871
750.0,1.7,0.65,4.5e-06,287000000.0,0.000601,6.67
750.0,1.7,0.65,5e-06,290000000.0,0.000656,7.369
750.0,1.7,0.65,5.5e-06,292000000.0,0.000709,7.987
750.0,1.7,0.65,6e-06,294000000.0,0.00076,8.541
750.0,1.7,0.65,6.5e-06,296000000.0,0.00081,9.039
750.0,1.7,0.65,7e-06,298000000.0,0.000858,9.492
750.0,1.7,0.65,8e-06,303000000.0,0.000951,10.29
750.0,1.7,0.65,8.5e-06,305000000.0,0.000995,10.64
750.0,1.7,0.65,9e-06,307000000.0,0.00104,10.96
750.0,1.7,0.65,9.5e-06,309000000.0,0.00108,11.26
750.0,1.7,0.65,1e-05,311000000.0,0.00112,11.55
750.0,1.7,0.65,1.05e-05,313000000.0,0.00116,11.81
750.0,1.7,0.65,1.1e-05,315000000.0,0.0012,12.06
750.0,1.7,0.65,1.15e-05,317000000.0,0.00124,12.29
750.0,1.7,0.65,1.2e-05,318000000.0,0.00128,12.51
750.0,1.7,0.65,1.25e-05,320000000.0,0.00131,12.72
750.0,1.7,0.65,1.3e-05,322000000.0,0.00135,12.91
750.0,1.7,0.65,1.35e-05,324000000.0,0.00138,13.1
750.0,1.7,0.65,1.4e-05,326000000.0,0.00142,13.27
750.0,1.7,0.65,1.45e-05,328000000.0,0.00145,13.44
750.0,1.7,0.65,1.5e-05,330000000.0,0.00148,13.6
750.0,1.7,0.7,7.5e-06,307000000.0,0.00128,10.89
750.0,1.7,0.7,3e-06,283000000.0,0.000614,4.926
750.0,1.7,0.7,3.5e-06,286000000.0,0.0007,6.01
750.0,1.7,0.7,4e-06,288000000.0,0.000783,6.925
750.0,1.7,0.7,4.5e-06,291000000.0,0.000862,7.714
750.0,1.7,0.7,5e-06,294000000.0,0.000939,8.403
750.0,1.7,0.7,5.5e-06,297000000.0,0.00101,9.012
750.0,1.7,0.7,6e-06,299000000.0,0.00108,9.556
750.0,1.7,0.7,6.5e-06,302000000.0,0.00115,10.04
750.0,1.7,0.7,7e-06,304000000.0,0.00122,10.49
750.0,1.7,0.7,8e-06,309000000.0,0.00135,11.26
750.0,1.7,0.7,8.5e-06,312000000.0,0.00141,11.6
750.0,1.7,0.7,9e-06,315000000.0,0.00146,11.92
750.0,1.7,0.7,9.5e-06,317000000.0,0.00152,12.21
750.0,1.7,0.7,1e-05,320000000.0,0.00158,12.48
750.0,1.7,0.7,1.05e-05,322000000.0,0.00163,12.73
750.0,1.7,0.7,1.1e-05,324000000.0,0.00168,12.97
750.0,1.7,0.7,1.15e-05,327000000.0,0.00173,13.19
750.0,1.7,0.7,1.2e-05,329000000.0,0.00178,13.39
750.0,1.7,0.7,1.25e-05,332000000.0,0.00183,13.59
750.0,1.7,0.7,1.3e-05,334000000.0,0.00188,13.77
750.0,1.7,0.7,1.35e-05,337000000.0,0.00192,13.94
750.0,1.7,0.7,1.4e-05,339000000.0,0.00197,14.11
750.0,1.7,0.7,1.45e-05,341000000.0,0.00201,14.26
750.0,1.7,0.7,1.5e-05,344000000.0,0.00206,14.41
750.0,1.7,0.75,7.5e-06,312000000.0,0.00169,11.43
750.0,1.7,0.75,3e-06,285000000.0,0.000822,5.529
750.0,1.7,0.75,3.5e-06,288000000.0,0.000936,6.611
750.0,1.7,0.75,4e-06,291000000.0,0.00104,7.523
750.0,1.7,0.75,4.5e-06,294000000.0,0.00115,8.307
750.0,1.7,0.75,5e-06,297000000.0,0.00125,8.991
750.0,1.7,0.75,5.5e-06,300000000.0,0.00134,9.593
750.0,1.7,0.75,6e-06,303000000.0,0.00144,10.13
750.0,1.7,0.75,6.5e-06,306000000.0,0.00153,10.61
750.0,1.7,0.75,7e-06,309000000.0,0.00161,11.04
750.0,1.7,0.75,8e-06,315000000.0,0.00177,11.79
750.0,1.7,0.75,8.5e-06,318000000.0,0.00185,12.12
750.0,1.7,0.75,9e-06,321000000.0,0.00193,12.42
750.0,1.7,0.75,9.5e-06,324000000.0,0.002,12.7
750.0,1.7,0.75,1e-05,327000000.0,0.00207,12.95
750.0,1.7,0.75,1.05e-05,330000000.0,0.00214,13.19
750.0,1.7,0.75,1.1e-05,333000000.0,0.0022,13.41
750.0,1.7,0.75,1.15e-05,336000000.0,0.00227,13.62
750.0,1.7,0.75,1.2e-05,339000000.0,0.00233,13.81
750.0,1.7,0.75,1.25e-05,342000000.0,0.00239,13.99
750.0,1.7,0.75,1.3e-05,345000000.0,0.00245,14.16
750.0,1.7,0.75,1.35e-05,348000000.0,0.0025,14.31
750.0,1.7,0.75,1.4e-05,352000000.0,0.00256,14.46
750.0,1.7,0.75,1.45e-05,355000000.0,0.00261,14.6
750.0,1.7,0.75,1.5e-05,358000000.0,0.00266,14.72
750.0,1.7,0.85,7.5e-06,323000000.0,0.00256,11.62
750.0,1.7,0.85,3e-06,287000000.0,0.00127,6.051
750.0,1.7,0.85,3.5e-06,290000000.0,0.00144,7.118
750.0,1.7,0.85,4e-06,294000000.0,0.0016,8.01
750.0,1.7,0.85,4.5e-06,298000000.0,0.00176,8.767
750.0,1.7,0.85,5e-06,302000000.0,0.00191,9.418
750.0,1.7,0.85,5.5e-06,306000000.0,0.00205,9.984
750.0,1.7,0.85,6e-06,310000000.0,0.00219,10.48
750.0,1.7,0.85,6.5e-06,314000000.0,0.00232,10.91
750.0,1.7,0.85,7e-06,318000000.0,0.00244,11.29
750.0,1.7,0.85,8e-06,328000000.0,0.00267,11.89
750.0,1.7,0.85,8.5e-06,334000000.0,0.00278,12.11
750.0,1.7,0.85,9e-06,341000000.0,0.00288,12.25
750.0,1.7,0.85,9.5e-06,351000000.0,0.00298,12.29
750.0,1.7,0.85,1e-05,364000000.0,0.00307,12.17
750.0,1.7,0.85,1.05e-05,385000000.0,0.00316,11.81
750.0,1.7,0.85,1.1e-05,421000000.0,0.00323,11.1
750.0,1.7,0.85,1.15e-05,484000000.0,0.0033,9.932
750.0,1.7,0.85,1.2e-05,587000000.0,0.00335,8.396
750.0,1.7,0.85,1.25e-05,732000000.0,0.0034,6.663
750.0,1.7,0.85,1.3e-05,868000000.0,0.00343,4.976
750.0,1.7,0.85,1.35e-05,1000000000.0,0.00346,3.428
750.0,1.7,0.85,1.4e-05,1130000000.0,0.00349,2.054
750.0,1.7,0.85,1.45e-05,1280000000.0,0.00351,0.84
750.0,1.7,0.9,7.5e-06,344000000.0,0.00298,10.77
750.0,1.7,0.9,3e-06,288000000.0,0.0015,6.131
750.0,1.7,0.9,3.5e-06,292000000.0,0.0017,7.176
750.0,1.7,0.9,4e-06,296000000.0,0.00189,8.042
750.0,1.7,0.9,4.5e-06,300000000.0,0.00207,8.768
750.0,1.7,0.9,5e-06,305000000.0,0.00224,9.383
750.0,1.7,0.9,5.5e-06,310000000.0,0.00241,9.899
750.0,1.7,0.9,6e-06,315000000.0,0.00256,10.32
750.0,1.7,0.9,6.5e-06,322000000.0,0.00271,10.64
750.0,1.7,0.9,7e-06,331000000.0,0.00285,10.81
750.0,1.7,0.9,8e-06,368000000.0,0.00309,10.33
750.0,1.7,0.9,8.5e-06,417000000.0,0.00319,9.247
750.0,1.7,0.9,9e-06,513000000.0,0.00328,7.431
750.0,1.7,0.9,9.5e-06,677000000.0,0.00334,5.221
750.0,1.7,0.9,1e-05,846000000.0,0.00339,3.089
750.0,1.7,0.9,1.05e-05,999000000.0,0.00343,1.229
750.0,1.8,0.8,7.5e-06,318000000.0,0.00232,11.74
750.0,1.8,0.8,3e-06,287000000.0,0.00114,5.909
750.0,1.8,0.8,3.5e-06,290000000.0,0.0013,6.99
750.0,1.8,0.8,4e-06,293000000.0,0.00145,7.901
750.0,1.8,0.8,4.5e-06,297000000.0,0.00159,8.681
750.0,1.8,0.8,5e-06,300000000.0,0.00172,9.358
750.0,1.8,0.8,5.5e-06,304000000.0,0.00185,9.952
750.0,1.8,0.8,6e-06,307000000.0,0.00198,10.48
750.0,1.8,0.8,6.5e-06,310000000.0,0.0021,10.94
750.0,1.8,0.8,7e-06,314000000.0,0.00221,11.36
750.0,1.8,0.8,8e-06,321000000.0,0.00243,12.08
750.0,1.8,0.8,8.5e-06,325000000.0,0.00253,12.39
750.0,1.8,0.8,9e-06,328000000.0,0.00263,12.68
750.0,1.8,0.8,9.5e-06,332000000.0,0.00272,12.93
750.0,1.8,0.8,1e-05,336000000.0,0.00281,13.17
750.0,1.8,0.8,1.05e-05,340000000.0,0.0029,13.38
750.0,1.8,0.8,1.1e-05,344000000.0,0.00299,13.57
750.0,1.8,0.8,1.15e-05,348000000.0,0.00307,13.74
750.0,1.8,0.8,1.2e-05,353000000.0,0.00315,13.89
750.0,1.8,0.8,1.25e-05,357000000.0,0.00323,14.01
750.0,1.8,0.8,1.3e-05,363000000.0,0.0033,14.1
750.0,1.8,0.8,1.35e-05,369000000.0,0.00337,14.16
750.0,1.8,0.8,1.4e-05,376000000.0,0.00344,14.18
750.0,1.8,0.8,1.45e-05,385000000.0,0.00351,14.14
750.0,1.8,0.8,1.5e-05,397000000.0,0.00357,14.02
750.0,1.8,0.6,7.5e-06,295000000.0,0.000663,8.492
750.0,1.8,0.6,3e-06,280000000.0,0.000308,2.271
750.0,1.8,0.6,3.5e-06,282000000.0,0.000352,3.383
750.0,1.8,0.6,4e-06,283000000.0,0.000395,4.328
750.0,1.8,0.6,4.5e-06,285000000.0,0.000437,5.146
750.0,1.8,0.6,5e-06,287000000.0,0.000477,5.865
750.0,1.8,0.6,5.5e-06,289000000.0,0.000516,6.503
750.0,1.8,0.6,6e-06,290000000.0,0.000555,7.075
750.0,1.8,0.6,6.5e-06,292000000.0,0.000592,7.592
750.0,1.8,0.6,7e-06,294000000.0,0.000628,8.062
750.0,1.8,0.6,8e-06,297000000.0,0.000698,8.888
750.0,1.8,0.6,8.5e-06,299000000.0,0.000732,9.254
750.0,1.8,0.6,9e-06,300000000.0,0.000764,9.593
750.0,1.8,0.6,9.5e-06,302000000.0,0.000797,9.908
750.0,1.8,0.6,1e-05,303000000.0,0.000828,10.2
750.0,1.8,0.6,1.05e-05,305000000.0,0.000859,10.48
750.0,1.8,0.6,1.1e-05,306000000.0,0.000889,10.74
750.0,1.8,0.6,1.15e-05,308000000.0,0.000919,10.98
750.0,1.8,0.6,1.2e-05,309000000.0,0.000948,11.21
750.0,1.8,0.6,1.25e-05,311000000.0,0.000976,11.43
750.0,1.8,0.6,1.3e-05,312000000.0,0.001,11.64
750.0,1.8,0.6,1.35e-05,314000000.0,0.00103,11.84
750.0,1.8,0.6,1.4e-05,315000000.0,0.00106,12.02
750.0,1.8,0.6,1.45e-05,316000000.0,0.00109,12.2
750.0,1.8,0.6,1.5e-05,318000000.0,0.00111,12.37
750.0,1.8,0.65,7.5e-06,303000000.0,0.00102,10.07
750.0,1.8,0.65,3e-06,282000000.0,0.000482,4.03
750.0,1.8,0.65,3.5e-06,285000000.0,0.00055,5.126
750.0,1.8,0.65,4e-06,287000000.0,0.000616,6.052
750.0,1.8,0.65,4.5e-06,289000000.0,0.000679,6.849
750.0,1.8,0.65,5e-06,292000000.0,0.00074,7.546
750.0,1.8,0.65,5.5e-06,294000000.0,0.000798,8.163
