C,Itail,R,WLO,WRF,DCPowerConsumption,ConversionGain,NoiseFigure,VoltageSwing
1e-12,0.008,1500.0,1.6e-05,2.6e-05,0.008,-1.423,22.61,0.0402
1e-12,0.008,1500.0,1.6e-05,2.8e-05,0.00796,-1.799,22.84,0.0414
1e-12,0.008,1500.0,1.7e-05,2e-05,0.0081,-0.646,21.7,0.0362
1e-12,0.008,1500.0,1.7e-05,1e-05,0.00838,-2.49,19.4,0.027
1e-12,0.008,1500.0,1.7e-05,1.2e-05,0.00831,-1.672,20.0,0.0293
1e-12,0.008,1500.0,1.7e-05,1.4e-05,0.00825,-1.123,20.5,0.031
1e-12,0.008,1500.0,1.7e-05,1.6e-05,0.0082,-0.79,20.95,0.0332
1e-12,0.008,1500.0,1.7e-05,1.8e-05,0.00815,-0.641,21.34,0.0348
1e-12,0.008,1500.0,1.7e-05,2.2e-05,0.00806,-0.777,22.02,0.0378
1e-12,0.008,1500.0,1.7e-05,2.4e-05,0.00802,-1.01,22.31,0.0392
1e-12,0.008,1500.0,1.7e-05,2.6e-05,0.00798,-1.323,22.57,0.0405
1e-12,0.008,1500.0,1.7e-05,2.8e-05,0.00795,-1.698,22.8,0.0419
1e-12,0.008,1500.0,1.8e-05,2e-05,0.0081,-0.579,21.7,0.0367
1e-12,0.008,1500.0,1.8e-05,1e-05,0.00837,-2.567,19.46,0.0273
1e-12,0.008,1500.0,1.8e-05,1.2e-05,0.00831,-1.68,20.03,0.0297
1e-12,0.008,1500.0,1.8e-05,1.4e-05,0.00825,-1.082,20.52,0.0317
1e-12,0.008,1500.0,1.8e-05,1.6e-05,0.00819,-0.728,20.96,0.0336
1e-12,0.008,1500.0,1.8e-05,1.8e-05,0.00814,-0.572,21.35,0.0351
1e-12,0.008,1500.0,1.8e-05,2.2e-05,0.00805,-0.714,22.02,0.0383
1e-12,0.008,1500.0,1.8e-05,2.4e-05,0.00801,-0.952,22.31,0.0398
1e-12,0.008,1500.0,1.8e-05,2.6e-05,0.00797,-1.272,22.57,0.0411
1e-12,0.008,1500.0,1.8e-05,2.8e-05,0.00794,-1.653,22.8,0.0426
1e-12,0.008,1500.0,1.9e-05,2e-05,0.00809,-0.552,21.73,0.0373
1e-12,0.008,1500.0,1.9e-05,1e-05,0.00837,-2.564,19.49,0.028
1e-12,0.008,1500.0,1.9e-05,1.2e-05,0.00831,-1.639,20.05,0.0302
1e-12,0.008,1500.0,1.9e-05,1.4e-05,0.00825,-1.034,20.54,0.0321
1e-12,0.008,1500.0,1.9e-05,1.6e-05,0.00819,-0.683,20.98,0.0342
1e-12,0.008,1500.0,1.9e-05,1.8e-05,0.00814,-0.536,21.37,0.0358
1e-12,0.008,1500.0,1.9e-05,2.2e-05,0.00804,-0.699,22.05,0.039
1e-12,0.008,1500.0,1.9e-05,2.4e-05,0.008,-0.949,22.34,0.0405
1e-12,0.008,1500.0,1.9e-05,2.6e-05,0.00796,-1.279,22.6,0.0416
1e-12,0.008,1500.0,1.9e-05,2.8e-05,0.00793,-1.67,22.84,0.0429
1e-12,0.008,1500.0,2e-05,2e-05,0.00808,-0.577,21.77,0.0379
1e-12,0.008,1500.0,2e-05,1e-05,0.00837,-2.532,19.51,0.0288
1e-12,0.008,1500.0,2e-05,1.2e-05,0.00831,-1.608,20.08,0.0309
1e-12,0.008,1500.0,2e-05,1.4e-05,0.00825,-1.013,20.57,0.0325
1e-12,0.008,1500.0,2e-05,1.6e-05,0.00819,-0.676,21.02,0.0343
1e-12,0.008,1500.0,2e-05,1.8e-05,0.00813,-0.545,21.42,0.0362
1e-12,0.008,1500.0,2e-05,2.2e-05,0.00804,-0.739,22.1,0.0395
1e-12,0.008,1500.0,2e-05,2.4e-05,0.00799,-1.001,22.39,0.0407
1e-12,0.008,1500.0,2e-05,2.6e-05,0.00795,-1.341,22.66,0.0422
1e-12,0.008,1500.0,2e-05,2.8e-05,0.00791,-1.74,22.89,0.0435
1e-12,0.008,700.0,1.5e-05,2e-05,0.0102,-0.836,22.43,0.0371
1e-12,0.008,700.0,1.5e-05,1e-05,0.0103,-2.378,20.18,0.0271
1e-12,0.008,700.0,1.5e-05,1.2e-05,0.0103,-1.546,20.74,0.0294
1e-12,0.008,700.0,1.5e-05,1.4e-05,0.0103,-1.046,21.23,0.032
1e-12,0.008,700.0,1.5e-05,1.6e-05,0.0103,-0.797,21.67,0.0336
1e-12,0.008,700.0,1.5e-05,1.8e-05,0.0102,-0.742,22.07,0.0358
1e-12,0.008,700.0,1.5e-05,2.2e-05,0.0102,-1.044,22.74,0.0388
1e-12,0.008,700.0,1e-05,2e-05,0.0102,-1.169,22.84,0.0332
1e-12,0.008,700.0,1e-05,1e-05,0.0103,-2.45,20.29,0.0235
1e-12,0.008,700.0,1e-05,1.2e-05,0.0102,-1.722,20.92,0.0258
1e-12,0.008,700.0,1e-05,1.4e-05,0.0102,-1.291,21.48,0.0278
1e-12,0.008,700.0,1e-05,1.6e-05,0.0102,-1.082,21.98,0.0298
1e-12,0.008,700.0,1e-05,1.8e-05,0.0102,-1.053,22.43,0.0317
1e-12,0.008,700.0,1.1e-05,2e-05,0.0102,-0.999,22.68,0.034
1e-12,0.008,700.0,1.1e-05,1e-05,0.0103,-2.533,20.23,0.0242
1e-12,0.008,700.0,1.1e-05,1.2e-05,0.0103,-1.734,20.83,0.0266
1e-12,0.008,700.0,1.1e-05,1.4e-05,0.0102,-1.234,21.37,0.0287
1e-12,0.008,700.0,1.1e-05,1.6e-05,0.0102,-0.975,21.85,0.0307
1e-12,0.008,700.0,1.1e-05,1.8e-05,0.0102,-0.909,22.28,0.0325
1e-12,0.008,700.0,1.2e-05,2e-05,0.0102,-0.863,22.57,0.0347
1e-12,0.008,700.0,1.2e-05,1e-05,0.0103,-2.525,20.18,0.0251
1e-12,0.008,700.0,1.2e-05,1.2e-05,0.0103,-1.669,20.77,0.0273
1e-12,0.008,700.0,1.2e-05,1.4e-05,0.0103,-1.136,21.29,0.0294
1e-12,0.008,700.0,1.2e-05,1.6e-05,0.0102,-0.858,21.76,0.0314
1e-12,0.008,700.0,1.2e-05,1.8e-05,0.0102,-0.781,22.19,0.0333
1e-12,0.008,700.0,1.2e-05,2.2e-05,0.0102,-1.07,22.91,0.0363
1e-12,0.008,700.0,1.3e-05,2e-05,0.0102,-0.783,22.5,0.0356
1e-12,0.008,700.0,1.3e-05,1e-05,0.0103,-2.453,20.15,0.0256
1e-12,0.008,700.0,1.3e-05,1.2e-05,0.0103,-1.585,20.73,0.0281
1e-12,0.008,700.0,1.3e-05,1.4e-05,0.0103,-1.05,21.24,0.0302
1e-12,0.008,700.0,1.3e-05,1.6e-05,0.0102,-0.773,21.71,0.0321
1e-12,0.008,700.0,1.3e-05,1.8e-05,0.0102,-0.699,22.12,0.0338
1e-12,0.008,700.0,1.3e-05,2.2e-05,0.0102,-0.992,22.84,0.0371
1e-12,0.008,700.0,1.4e-05,2e-05,0.0102,-0.773,22.45,0.0362
1e-12,0.008,700.0,1.4e-05,1e-05,0.0103,-2.39,20.14,0.026
1e-12,0.008,700.0,1.4e-05,1.2e-05,0.0103,-1.533,20.71,0.0286
1e-12,0.008,700.0,1.4e-05,1.4e-05,0.0103,-1.012,21.22,0.0309
1e-12,0.008,700.0,1.4e-05,1.6e-05,0.0103,-0.747,21.67,0.0331
1e-12,0.008,700.0,1.4e-05,1.8e-05,0.0102,-0.682,22.08,0.0349
1e-12,0.008,700.0,1.4e-05,2.2e-05,0.0102,-0.985,22.78,0.0381
1e-12,0.008,700.0,1.6e-05,2e-05,0.0102,-0.93,22.44,0.0379
1e-12,0.008,700.0,1.6e-05,1e-05,0.0103,-2.44,20.25,0.0275
1e-12,0.008,700.0,1.6e-05,1.2e-05,0.0103,-1.638,20.8,0.0298
1e-12,0.008,700.0,1.6e-05,1.4e-05,0.0103,-1.155,21.28,0.0323
1e-12,0.008,700.0,1.6e-05,1.6e-05,0.0103,-0.912,21.72,0.0348
1e-12,0.008,700.0,1.6e-05,1.8e-05,0.0103,-0.851,22.1,0.0363
1e-12,0.008,700.0,1.6e-05,2.2e-05,0.0102,-1.116,22.74,0.0395
1e-12,0.008,700.0,1.7e-05,2e-05,0.0102,-0.983,22.46,0.0386
1e-12,0.008,700.0,1.7e-05,1e-05,0.0103,-2.571,20.33,0.0278
1e-12,0.008,700.0,1.7e-05,1.2e-05,0.0103,-1.781,20.88,0.0305
1e-12,0.008,700.0,1.7e-05,1.4e-05,0.0103,-1.294,21.35,0.0325
1e-12,0.008,700.0,1.7e-05,1.6e-05,0.0103,-1.032,21.77,0.0352
1e-12,0.008,700.0,1.7e-05,1.8e-05,0.0103,-0.942,22.13,0.0369
1e-12,0.008,700.0,1.7e-05,2.2e-05,0.0102,-1.13,22.75,0.0397
1e-12,0.008,700.0,1.8e-05,2e-05,0.0102,-0.968,22.47,0.0387
1e-12,0.008,700.0,1.8e-05,1e-05,0.0103,-2.723,20.41,0.0282
1e-12,0.008,700.0,1.8e-05,1.2e-05,0.0103,-1.921,20.94,0.0309
1e-12,0.008,700.0,1.8e-05,1.4e-05,0.0103,-1.405,21.4,0.0331
1e-12,0.008,700.0,1.8e-05,1.6e-05,0.0103,-1.102,21.8,0.0353
1e-12,0.008,700.0,1.8e-05,1.8e-05,0.0103,-0.966,22.16,0.0376
1e-12,0.008,700.0,1.8e-05,2.2e-05,0.0102,-1.086,22.75,0.0407
1e-12,0.008,700.0,1.9e-05,2e-05,0.0103,-0.923,22.48,0.0392
1e-12,0.008,700.0,1.9e-05,1e-05,0.0103,-2.855,20.45,0.0283
1e-12,0.008,700.0,1.9e-05,1.2e-05,0.0103,-2.018,20.98,0.031
1e-12,0.008,700.0,1.9e-05,1.4e-05,0.0103,-1.455,21.43,0.0337
1e-12,0.008,700.0,1.9e-05,1.6e-05,0.0103,-1.106,21.83,0.0358
1e-12,0.008,700.0,1.9e-05,1.8e-05,0.0103,-0.938,22.17,0.0376
1e-12,0.008,700.0,1.9e-05,2.2e-05,0.0102,-1.034,22.76,0.0409
1e-12,0.008,700.0,2e-05,2e-05,0.0103,-0.886,22.5,0.0401
1e-12,0.008,700.0,2e-05,1e-05,0.0103,-2.946,20.48,0.0289
1e-12,0.008,700.0,2e-05,1.2e-05,0.0103,-2.057,21.0,0.0318
1e-12,0.008,700.0,2e-05,1.4e-05,0.0103,-1.451,21.45,0.0339
1e-12,0.008,700.0,2e-05,1.6e-05,0.0103,-1.079,21.84,0.0364
1e-12,0.008,700.0,2e-05,1.8e-05,0.0103,-0.903,22.19,0.0384
1e-12,0.008,700.0,2e-05,2.2e-05,0.0102,-0.998,22.77,0.0418
1e-12,0.008,900.0,1.5e-05,2e-05,0.00941,-0.814,22.14,0.0365
1e-12,0.008,900.0,1.5e-05,1e-05,0.00956,-2.24,19.78,0.0266
1e-12,0.008,900.0,1.5e-05,1.2e-05,0.00953,-1.452,20.37,0.0291
1e-12,0.008,900.0,1.5e-05,1.4e-05,0.0095,-0.985,20.89,0.0313
1e-12,0.008,900.0,1.5e-05,1.6e-05,0.00947,-0.758,21.36,0.0332
1e-12,0.008,900.0,1.5e-05,1.8e-05,0.00944,-0.716,21.77,0.0351
1e-12,0.008,900.0,1.5e-05,2.2e-05,0.00939,-1.02,22.48,0.0381
1e-12,0.008,900.0,1.5e-05,2.4e-05,0.00936,-1.309,22.77,0.0394
1e-12,0.008,900.0,1e-05,2e-05,0.00939,-1.02,22.51,0.0329
1e-12,0.008,900.0,1e-05,1e-05,0.00954,-2.345,19.87,0.0234
1e-12,0.008,900.0,1e-05,1.2e-05,0.00951,-1.604,20.52,0.0255
1e-12,0.008,900.0,1e-05,1.4e-05,0.00948,-1.152,21.1,0.0274
1e-12,0.008,900.0,1e-05,1.6e-05,0.00945,-0.932,21.62,0.0294
1e-12,0.008,900.0,1e-05,1.8e-05,0.00942,-0.9,22.08,0.0311
1e-12,0.008,900.0,1e-05,2.2e-05,0.00936,-1.26,22.89,0.034
1e-12,0.008,900.0,1.1e-05,2e-05,0.0094,-0.842,22.35,0.0335
1e-12,0.008,900.0,1.1e-05,1e-05,0.00955,-2.376,19.81,0.024
1e-12,0.008,900.0,1.1e-05,1.2e-05,0.00951,-1.558,20.44,0.0264
1e-12,0.008,900.0,1.1e-05,1.4e-05,0.00948,-1.053,20.99,0.0283
1e-12,0.008,900.0,1.1e-05,1.6e-05,0.00945,-0.798,21.49,0.0302
1e-12,0.008,900.0,1.1e-05,1.8e-05,0.00942,-0.741,21.94,0.0319
1e-12,0.008,900.0,1.1e-05,2.2e-05,0.00937,-1.068,22.72,0.0349
1e-12,0.008,900.0,1.2e-05,2e-05,0.0094,-0.722,22.26,0.0344
1e-12,0.008,900.0,1.2e-05,1e-05,0.00955,-2.315,19.77,0.0247
1e-12,0.008,900.0,1.2e-05,1.2e-05,0.00952,-1.466,20.38,0.027
1e-12,0.008,900.0,1.2e-05,1.4e-05,0.00949,-0.946,20.93,0.029
1e-12,0.008,900.0,1.2e-05,1.6e-05,0.00946,-0.684,21.42,0.031
1e-12,0.008,900.0,1.2e-05,1.8e-05,0.00943,-0.624,21.86,0.0329
1e-12,0.008,900.0,1.2e-05,2.2e-05,0.00938,-0.945,22.62,0.0358
1e-12,0.008,900.0,1.2e-05,2.4e-05,0.00935,-1.261,22.94,0.0371
1e-12,0.008,900.0,1.3e-05,2e-05,0.00941,-0.677,22.2,0.0353
1e-12,0.008,900.0,1.3e-05,1e-05,0.00956,-2.237,19.74,0.0254
1e-12,0.008,900.0,1.3e-05,1.2e-05,0.00952,-1.391,20.35,0.0278
1e-12,0.008,900.0,1.3e-05,1.4e-05,0.00949,-0.88,20.89,0.0301
1e-12,0.008,900.0,1.3e-05,1.6e-05,0.00946,-0.627,21.37,0.0318
1e-12,0.008,900.0,1.3e-05,1.8e-05,0.00944,-0.574,21.81,0.0334
1e-12,0.008,900.0,1.3e-05,2.2e-05,0.00938,-0.902,22.56,0.0365
1e-12,0.008,900.0,1.3e-05,2.4e-05,0.00936,-1.219,22.87,0.038
1e-12,0.008,900.0,1.4e-05,2e-05,0.00941,-0.719,22.17,0.0359
1e-12,0.008,900.0,1.4e-05,1e-05,0.00956,-2.198,19.74,0.0262
1e-12,0.008,900.0,1.4e-05,1.2e-05,0.00953,-1.377,20.34,0.0284
1e-12,0.008,900.0,1.4e-05,1.4e-05,0.0095,-0.888,20.87,0.0307
1e-12,0.008,900.0,1.4e-05,1.6e-05,0.00947,-0.651,21.35,0.0328
1e-12,0.008,900.0,1.4e-05,1.8e-05,0.00944,-0.61,21.78,0.0343
1e-12,0.008,900.0,1.4e-05,2.2e-05,0.00938,-0.944,22.52,0.0375
1e-12,0.008,900.0,1.4e-05,2.4e-05,0.00936,-1.257,22.83,0.0387
1e-12,0.008,900.0,1.6e-05,2e-05,0.00941,-0.883,22.14,0.037
1e-12,0.008,900.0,1.6e-05,1e-05,0.00956,-2.371,19.85,0.0271
1e-12,0.008,900.0,1.6e-05,1.2e-05,0.00953,-1.6,20.43,0.0297
1e-12,0.008,900.0,1.6e-05,1.4e-05,0.0095,-1.132,20.94,0.0318
1e-12,0.008,900.0,1.6e-05,1.6e-05,0.00947,-0.89,21.39,0.0334
1e-12,0.008,900.0,1.6e-05,1.8e-05,0.00944,-0.82,21.79,0.0353
1e-12,0.008,900.0,1.6e-05,2.2e-05,0.00939,-1.048,22.46,0.0385
1e-12,0.008,900.0,1.6e-05,2.4e-05,0.00936,-1.296,22.73,0.0399
1e-12,0.008,900.0,1.6e-05,2.6e-05,0.00934,-1.612,22.98,0.0411
1e-12,0.008,900.0,1.7e-05,2e-05,0.00941,-0.872,22.14,0.0375
1e-12,0.008,900.0,1.7e-05,1e-05,0.00956,-2.539,19.93,0.0279
1e-12,0.008,900.0,1.7e-05,1.2e-05,0.00953,-1.755,20.5,0.0297
1e-12,0.008,900.0,1.7e-05,1.4e-05,0.0095,-1.258,20.99,0.0323
1e-12,0.008,900.0,1.7e-05,1.6e-05,0.00947,-0.974,21.43,0.0339
1e-12,0.008,900.0,1.7e-05,1.8e-05,0.00944,-0.856,21.81,0.036
1e-12,0.008,900.0,1.7e-05,2.2e-05,0.00939,-1.001,22.44,0.0393
1e-12,0.008,900.0,1.7e-05,2.4e-05,0.00936,-1.224,22.71,0.0405
1e-12,0.008,900.0,1.7e-05,2.6e-05,0.00934,-1.525,22.95,0.0417
1e-12,0.008,900.0,1.8e-05,2e-05,0.00942,-0.814,22.15,0.038
1e-12,0.008,900.0,1.8e-05,1e-05,0.00957,-2.687,20.01,0.0278
1e-12,0.008,900.0,1.8e-05,1.2e-05,0.00954,-1.865,20.56,0.0306
1e-12,0.008,900.0,1.8e-05,1.4e-05,0.00951,-1.316,21.04,0.0329
1e-12,0.008,900.0,1.8e-05,1.6e-05,0.00947,-0.979,21.45,0.0344
1e-12,0.008,900.0,1.8e-05,1.8e-05,0.00944,-0.82,21.82,0.0363
1e-12,0.008,900.0,1.8e-05,2.2e-05,0.00939,-0.932,22.44,0.0395
1e-12,0.008,900.0,1.8e-05,2.4e-05,0.00936,-1.151,22.7,0.0409
1e-12,0.008,900.0,1.8e-05,2.6e-05,0.00933,-1.45,22.94,0.0424
1e-12,0.008,900.0,1.9e-05,2e-05,0.00942,-0.762,22.16,0.0386
1e-12,0.008,900.0,1.9e-05,1e-05,0.00957,-2.781,20.05,0.0281
1e-12,0.008,900.0,1.9e-05,1.2e-05,0.00954,-1.903,20.59,0.0314
1e-12,0.008,900.0,1.9e-05,1.4e-05,0.00951,-1.304,21.06,0.0331
1e-12,0.008,900.0,1.9e-05,1.6e-05,0.00948,-0.939,21.47,0.0353
1e-12,0.008,900.0,1.9e-05,1.8e-05,0.00945,-0.771,21.83,0.037
1e-12,0.008,900.0,1.9e-05,2.2e-05,0.00939,-0.882,22.45,0.0401
1e-12,0.008,900.0,1.9e-05,2.4e-05,0.00936,-1.103,22.72,0.0418
1e-12,0.008,900.0,1.9e-05,2.6e-05,0.00933,-1.406,22.95,0.0428
1e-12,0.008,900.0,2e-05,2e-05,0.00942,-0.736,22.18,0.0392
1e-12,0.008,900.0,2e-05,1e-05,0.00957,-2.815,20.07,0.0288
1e-12,0.008,900.0,2e-05,1.2e-05,0.00954,-1.89,20.61,0.0316
1e-12,0.008,900.0,2e-05,1.4e-05,0.00951,-1.273,21.08,0.034
1e-12,0.008,900.0,2e-05,1.6e-05,0.00948,-0.906,21.49,0.0359
1e-12,0.008,900.0,2e-05,1.8e-05,0.00945,-0.74,21.85,0.0375
1e-12,0.008,900.0,2e-05,2.2e-05,0.00939,-0.862,22.47,0.0408
1e-12,0.008,900.0,2e-05,2.4e-05,0.00936,-1.09,22.74,0.0423
1e-12,0.008,900.0,2e-05,2.6e-05,0.00933,-1.4,22.97,0.0434
1e-12,0.008,1100.0,1.5e-05,2e-05,0.00885,-0.799,21.97,0.0361
1e-12,0.008,1100.0,1.5e-05,1e-05,0.00905,-2.186,19.54,0.0264
1e-12,0.008,1100.0,1.5e-05,1.2e-05,0.009,-1.422,20.15,0.0287
1e-12,0.008,1100.0,1.5e-05,1.4e-05,0.00896,-0.969,20.68,0.0306
1e-12,0.008,1100.0,1.5e-05,1.6e-05,0.00892,-0.749,21.16,0.0327
1e-12,0.008,1100.0,1.5e-05,1.8e-05,0.00888,-0.706,21.59,0.0343
1e-12,0.008,1100.0,1.5e-05,2.2e-05,0.00882,-0.997,22.31,0.0374
1e-12,0.008,1100.0,1.5e-05,2.4e-05,0.00879,-1.276,22.61,0.0388
1e-12,0.008,1100.0,1.5e-05,2.6e-05,0.00876,-1.618,22.88,0.04
1e-12,0.008,1100.0,1e-05,2e-05,0.00885,-0.925,22.3,0.0323
1e-12,0.008,1100.0,1e-05,1e-05,0.00904,-2.268,19.62,0.0232
1e-12,0.008,1100.0,1e-05,1.2e-05,0.009,-1.51,20.28,0.0251
1e-12,0.008,1100.0,1e-05,1.4e-05,0.00896,-1.049,20.87,0.0272
1e-12,0.008,1100.0,1e-05,1.6e-05,0.00892,-0.827,21.39,0.0293
1e-12,0.008,1100.0,1e-05,1.8e-05,0.00889,-0.798,21.87,0.0309
1e-12,0.008,1100.0,1e-05,2.2e-05,0.00882,-1.174,22.68,0.0338
1e-12,0.008,1100.0,1.1e-05,2e-05,0.00885,-0.749,22.15,0.0332
1e-12,0.008,1100.0,1.1e-05,1e-05,0.00904,-2.256,19.55,0.0237
1e-12,0.008,1100.0,1.1e-05,1.2e-05,0.009,-1.433,20.19,0.026
1e-12,0.008,1100.0,1.1e-05,1.4e-05,0.00896,-0.931,20.76,0.028
1e-12,0.008,1100.0,1.1e-05,1.6e-05,0.00892,-0.684,21.27,0.0298
1e-12,0.008,1100.0,1.1e-05,1.8e-05,0.00889,-0.637,21.73,0.0316
1e-12,0.008,1100.0,1.1e-05,2.2e-05,0.00882,-0.985,22.52,0.0347
1e-12,0.008,1100.0,1.1e-05,2.4e-05,0.0088,-1.316,22.86,0.036
1e-12,0.008,1100.0,1.2e-05,2e-05,0.00885,-0.645,22.06,0.0339
1e-12,0.008,1100.0,1.2e-05,1e-05,0.00904,-2.174,19.51,0.0244
1e-12,0.008,1100.0,1.2e-05,1.2e-05,0.009,-1.335,20.14,0.0267
1e-12,0.008,1100.0,1.2e-05,1.4e-05,0.00896,-0.829,20.7,0.029
1e-12,0.008,1100.0,1.2e-05,1.6e-05,0.00892,-0.58,21.2,0.0306
1e-12,0.008,1100.0,1.2e-05,1.8e-05,0.00889,-0.534,21.65,0.0325
1e-12,0.008,1100.0,1.2e-05,2.2e-05,0.00882,-0.878,22.43,0.0355
1e-12,0.008,1100.0,1.2e-05,2.4e-05,0.0088,-1.205,22.76,0.0367
1e-12,0.008,1100.0,1.3e-05,2e-05,0.00885,-0.63,22.02,0.0349
1e-12,0.008,1100.0,1.3e-05,1e-05,0.00904,-2.103,19.49,0.0253
1e-12,0.008,1100.0,1.3e-05,1.2e-05,0.009,-1.278,20.11,0.0275
1e-12,0.008,1100.0,1.3e-05,1.4e-05,0.00896,-0.786,20.67,0.0296
1e-12,0.008,1100.0,1.3e-05,1.6e-05,0.00892,-0.551,21.17,0.0313
1e-12,0.008,1100.0,1.3e-05,1.8e-05,0.00889,-0.513,21.62,0.0331
1e-12,0.008,1100.0,1.3e-05,2.2e-05,0.00882,-0.866,22.39,0.0362
1e-12,0.008,1100.0,1.3e-05,2.4e-05,0.00879,-1.192,22.72,0.0376
1e-12,0.008,1100.0,1.4e-05,2e-05,0.00885,-0.705,22.0,0.0355
1e-12,0.008,1100.0,1.4e-05,1e-05,0.00905,-2.095,19.49,0.0262
1e-12,0.008,1100.0,1.4e-05,1.2e-05,0.009,-1.301,20.11,0.0283
1e-12,0.008,1100.0,1.4e-05,1.4e-05,0.00896,-0.835,20.66,0.0302
1e-12,0.008,1100.0,1.4e-05,1.6e-05,0.00892,-0.617,21.16,0.0322
1e-12,0.008,1100.0,1.4e-05,1.8e-05,0.00889,-0.588,21.6,0.0338
1e-12,0.008,1100.0,1.4e-05,2.2e-05,0.00882,-0.934,22.36,0.0369
1e-12,0.008,1100.0,1.4e-05,2.4e-05,0.00879,-1.249,22.68,0.0382
1e-12,0.008,1100.0,1.4e-05,2.6e-05,0.00876,-1.628,22.96,0.0395
1e-12,0.008,1100.0,1.6e-05,2e-05,0.00885,-0.828,21.95,0.0363
1e-12,0.008,1100.0,1.6e-05,1e-05,0.00905,-2.353,19.61,0.0269
1e-12,0.008,1100.0,1.6e-05,1.2e-05,0.009,-1.589,20.21,0.0292
1e-12,0.008,1100.0,1.6e-05,1.4e-05,0.00896,-1.119,20.73,0.0312
1e-12,0.008,1100.0,1.6e-05,1.6e-05,0.00892,-0.867,21.19,0.0331
1e-12,0.008,1100.0,1.6e-05,1.8e-05,0.00888,-0.782,21.59,0.0348
1e-12,0.008,1100.0,1.6e-05,2.2e-05,0.00881,-0.979,22.27,0.0381
1e-12,0.008,1100.0,1.6e-05,2.4e-05,0.00878,-1.218,22.55,0.0394
1e-12,0.008,1100.0,1.6e-05,2.6e-05,0.00875,-1.53,22.81,0.0406
1e-12,0.008,1100.0,1.7e-05,2e-05,0.00884,-0.775,21.94,0.037
1e-12,0.008,1100.0,1.7e-05,1e-05,0.00905,-2.523,19.69,0.0272
1e-12,0.008,1100.0,1.7e-05,1.2e-05,0.009,-1.73,20.27,0.03
1e-12,0.008,1100.0,1.7e-05,1.4e-05,0.00896,-1.214,20.77,0.0316
1e-12,0.008,1100.0,1.7e-05,1.6e-05,0.00892,-0.908,21.21,0.0336
1e-12,0.008,1100.0,1.7e-05,1.8e-05,0.00888,-0.77,21.6,0.0353
1e-12,0.008,1100.0,1.7e-05,2.2e-05,0.00881,-0.902,22.25,0.0387
1e-12,0.008,1100.0,1.7e-05,2.4e-05,0.00878,-1.128,22.52,0.0399
1e-12,0.008,1100.0,1.7e-05,2.6e-05,0.00875,-1.432,22.77,0.0413
1e-12,0.008,1100.0,1.7e-05,2.8e-05,0.00872,-1.797,22.99,0.0425
1e-12,0.008,1100.0,1.8e-05,2e-05,0.00884,-0.707,21.94,0.0372
1e-12,0.008,1100.0,1.8e-05,1e-05,0.00905,-2.647,19.75,0.0281
1e-12,0.008,1100.0,1.8e-05,1.2e-05,0.009,-1.799,20.32,0.0301
1e-12,0.008,1100.0,1.8e-05,1.4e-05,0.00896,-1.224,20.8,0.0321
1e-12,0.008,1100.0,1.8e-05,1.6e-05,0.00892,-0.872,21.23,0.0344
1e-12,0.008,1100.0,1.8e-05,1.8e-05,0.00888,-0.71,21.6,0.0361
1e-12,0.008,1100.0,1.8e-05,2.2e-05,0.0088,-0.831,22.25,0.0391
1e-12,0.008,1100.0,1.8e-05,2.4e-05,0.00877,-1.056,22.52,0.0405
1e-12,0.008,1100.0,1.8e-05,2.6e-05,0.00874,-1.362,22.77,0.0418
1e-12,0.008,1100.0,1.8e-05,2.8e-05,0.00871,-1.731,22.98,0.0431
1e-12,0.008,1100.0,1.9e-05,2e-05,0.00884,-0.661,21.96,0.0381
1e-12,0.008,1100.0,1.9e-05,1e-05,0.00905,-2.702,19.8,0.0283
1e-12,0.008,1100.0,1.9e-05,1.2e-05,0.009,-1.795,20.35,0.0307
1e-12,0.008,1100.0,1.9e-05,1.4e-05,0.00896,-1.185,20.82,0.0327
1e-12,0.008,1100.0,1.9e-05,1.6e-05,0.00892,-0.823,21.25,0.0348
1e-12,0.008,1100.0,1.9e-05,1.8e-05,0.00888,-0.661,21.62,0.0364
1e-12,0.008,1100.0,1.9e-05,2.2e-05,0.0088,-0.79,22.27,0.0398
1e-12,0.008,1100.0,1.9e-05,2.4e-05,0.00877,-1.023,22.54,0.041
1e-12,0.008,1100.0,1.9e-05,2.6e-05,0.00873,-1.336,22.78,0.0423
1e-12,0.008,1100.0,2e-05,2e-05,0.00883,-0.651,21.99,0.0388
1e-12,0.008,1100.0,2e-05,1e-05,0.00905,-2.697,19.82,0.0284
1e-12,0.008,1100.0,2e-05,1.2e-05,0.009,-1.764,20.37,0.0313
1e-12,0.008,1100.0,2e-05,1.4e-05,0.00896,-1.153,20.85,0.033
1e-12,0.008,1100.0,2e-05,1.6e-05,0.00892,-0.796,21.27,0.0352
1e-12,0.008,1100.0,2e-05,1.8e-05,0.00887,-0.642,21.65,0.0368
1e-12,0.008,1100.0,2e-05,2.2e-05,0.0088,-0.791,22.3,0.0403
1e-12,0.008,1100.0,2e-05,2.4e-05,0.00876,-1.033,22.57,0.0413
1e-12,0.008,1100.0,2e-05,2.6e-05,0.00873,-1.356,22.82,0.0427
1e-12,0.008,1300.0,1.5e-05,2e-05,0.00843,-0.783,21.85,0.0355
1e-12,0.008,1300.0,1.5e-05,1e-05,0.00867,-2.164,19.38,0.0261
