Rd,Wbias,Wn1,Wn2,Bandwidth,DCPowerConsumption,VoltageGain
1000,1.22e-05,1e-05,3.65e-06,411100000,0.0008112,4.104
1000,1.22e-05,1e-05,4.18e-06,410900000,0.0008479,5.714
1000,1.22e-05,1e-05,4.71e-06,410600000,0.0008765,6.986
1000,1.22e-05,1e-05,5.24e-06,410300000,0.0008991,8.01
1000,1.22e-05,1e-05,5.77e-06,410000000,0.000917,8.826
1000,1.22e-05,1e-05,6.29e-06,409700000,0.0009314,9.477
1000,1.22e-05,1e-05,6.82e-06,409500000,0.0009431,9.997
1000,1.22e-05,1e-05,7.35e-06,409300000,0.0009528,10.41
1000,1.22e-05,1e-05,7.88e-06,409100000,0.0009609,10.75
1000,1.22e-05,1e-05,8.41e-06,408900000,0.0009677,11.02
1000,1.22e-05,1e-05,8.94e-06,408800000,0.0009736,11.24
1000,1.22e-05,1e-05,9.47e-06,408700000,0.0009787,11.42
1000,1.22e-05,1e-05,1e-05,408700000,0.0009832,11.56
1000,1.28e-05,5e-06,4e-06,405300000,0.0005795,7.597
1000,1.28e-05,5e-06,2.06e-06,407200000,0.0004965,1.616
1000,1.28e-05,5e-06,2.59e-06,406600000,0.0005334,4.327
1000,1.28e-05,5e-06,3.12e-06,406000000,0.0005567,6.043
1000,1.28e-05,5e-06,3.65e-06,405500000,0.000572,7.113
1000,1.28e-05,5e-06,4.18e-06,405200000,0.0005826,7.791
1000,1.28e-05,5e-06,4.71e-06,404900000,0.0005905,8.238
1000,1.28e-05,5e-06,5.24e-06,404700000,0.0005959,8.553
1000,1.28e-05,5e-06,5.77e-06,404600000,0.0006006,8.776
1000,1.28e-05,5e-06,6.29e-06,404400000,0.0006045,8.944
1000,1.28e-05,5e-06,6.82e-06,404300000,0.0006077,9.074
1000,1.28e-05,5e-06,7.35e-06,404200000,0.0006105,9.178
1000,1.28e-05,5e-06,7.88e-06,404100000,0.0006129,9.263
1000,1.28e-05,5e-06,8.41e-06,404000000,0.0006151,9.333
1000,1.28e-05,5e-06,8.94e-06,404000000,0.000617,9.393
1000,1.28e-05,5e-06,9.47e-06,403900000,0.0006187,9.444
1000,1.28e-05,5e-06,1e-05,403800000,0.0006203,9.488
1000,1.28e-05,1.53e-06,4e-06,403600000,0.0002217,1.129
1000,1.28e-05,1.53e-06,2.06e-06,403800000,0.0002139,0.5387
1000,1.28e-05,1.53e-06,2.59e-06,403700000,0.000217,0.8124
1000,1.28e-05,1.53e-06,3.12e-06,403700000,0.0002192,0.9709
1000,1.28e-05,1.53e-06,3.65e-06,403600000,0.0002208,1.076
1000,1.28e-05,1.53e-06,4.18e-06,403600000,0.0002221,1.151
1000,1.28e-05,1.53e-06,4.71e-06,403500000,0.0002233,1.209
1000,1.28e-05,1.53e-06,5.24e-06,403500000,0.000224,1.255
1000,1.28e-05,1.53e-06,5.77e-06,403400000,0.0002247,1.292
1000,1.28e-05,1.53e-06,6.29e-06,403400000,0.0002254,1.324
1000,1.28e-05,1.53e-06,6.82e-06,403300000,0.000226,1.35
1000,1.28e-05,1.53e-06,7.35e-06,403300000,0.0002265,1.373
1000,1.28e-05,1.53e-06,7.88e-06,403200000,0.000227,1.394
1000,1.28e-05,1.53e-06,8.41e-06,403200000,0.0002275,1.412
1000,1.28e-05,1.53e-06,8.94e-06,403200000,0.0002279,1.428
1000,1.28e-05,1.53e-06,9.47e-06,403100000,0.0002283,1.443
1000,1.28e-05,1.53e-06,1e-05,403100000,0.0002286,1.456
1000,1.28e-05,2.06e-06,4e-06,403700000,0.0002878,3.238
1000,1.28e-05,2.06e-06,1.53e-06,404400000,0.000265,1.047
1000,1.28e-05,2.06e-06,2.06e-06,404100000,0.0002752,2.235
1000,1.28e-05,2.06e-06,2.59e-06,404000000,0.0002803,2.733
1000,1.28e-05,2.06e-06,3.12e-06,403900000,0.0002838,2.996
1000,1.28e-05,2.06e-06,3.65e-06,403800000,0.0002864,3.159
1000,1.28e-05,2.06e-06,4.18e-06,403700000,0.0002884,3.271
1000,1.28e-05,2.06e-06,4.71e-06,403700000,0.00029,3.354
1000,1.28e-05,2.06e-06,5.24e-06,403600000,0.0002914,3.418
1000,1.28e-05,2.06e-06,5.77e-06,403500000,0.0002926,3.469
1000,1.28e-05,2.06e-06,6.29e-06,403500000,0.0002937,3.511
1000,1.28e-05,2.06e-06,6.82e-06,403400000,0.0002943,3.546
1000,1.28e-05,2.06e-06,7.35e-06,403400000,0.0002951,3.576
1000,1.28e-05,2.06e-06,7.88e-06,403400000,0.0002958,3.603
1000,1.28e-05,2.06e-06,8.41e-06,403300000,0.0002965,3.626
1000,1.28e-05,2.06e-06,8.94e-06,403300000,0.0002971,3.646
1000,1.28e-05,2.06e-06,9.47e-06,403200000,0.0002976,3.664
1000,1.28e-05,2.06e-06,1e-05,403200000,0.0002981,3.681
1000,1.28e-05,2.59e-06,4e-06,403900000,0.0003494,4.73
1000,1.28e-05,2.59e-06,1.53e-06,405000000,0.0003122,1.098
1000,1.28e-05,2.59e-06,2.06e-06,404500000,0.0003294,3.101
1000,1.28e-05,2.59e-06,2.59e-06,404200000,0.0003384,3.94
1000,1.28e-05,2.59e-06,3.12e-06,404100000,0.0003435,4.366
1000,1.28e-05,2.59e-06,3.65e-06,404000000,0.0003474,4.615
1000,1.28e-05,2.59e-06,4.18e-06,403900000,0.0003502,4.778
1000,1.28e-05,2.59e-06,4.71e-06,403800000,0.0003525,4.894
1000,1.28e-05,2.59e-06,5.24e-06,403700000,0.0003544,4.981
1000,1.28e-05,2.59e-06,5.77e-06,403700000,0.000356,5.049
1000,1.28e-05,2.59e-06,6.29e-06,403600000,0.0003574,5.104
1000,1.28e-05,2.59e-06,6.82e-06,403600000,0.0003587,5.15
1000,1.28e-05,2.59e-06,7.35e-06,403500000,0.0003598,5.188
1000,1.28e-05,2.59e-06,7.88e-06,403500000,0.0003608,5.221
1000,1.28e-05,2.59e-06,8.41e-06,403400000,0.0003614,5.25
1000,1.28e-05,2.59e-06,8.94e-06,403400000,0.0003622,5.275
1000,1.28e-05,2.59e-06,9.47e-06,403300000,0.0003629,5.298
1000,1.28e-05,2.59e-06,1e-05,403300000,0.0003636,5.318
1000,1.28e-05,3.12e-06,4e-06,404100000,0.0004067,5.817
1000,1.28e-05,3.12e-06,1.53e-06,405700000,0.0003506,0.5249
1000,1.28e-05,3.12e-06,2.06e-06,405000000,0.0003769,3.334
1000,1.28e-05,3.12e-06,2.59e-06,404600000,0.0003906,4.629
1000,1.28e-05,3.12e-06,3.12e-06,404400000,0.0003985,5.281
1000,1.28e-05,3.12e-06,3.65e-06,404200000,0.0004039,5.65
1000,1.28e-05,3.12e-06,4.18e-06,404100000,0.0004079,5.884
1000,1.28e-05,3.12e-06,4.71e-06,404000000,0.000411,6.045
1000,1.28e-05,3.12e-06,5.24e-06,403900000,0.0004136,6.163
1000,1.28e-05,3.12e-06,5.77e-06,403800000,0.0004157,6.253
1000,1.28e-05,3.12e-06,6.29e-06,403800000,0.0004175,6.324
1000,1.28e-05,3.12e-06,6.82e-06,403700000,0.000419,6.382
1000,1.28e-05,3.12e-06,7.35e-06,403700000,0.0004204,6.43
1000,1.28e-05,3.12e-06,7.88e-06,403600000,0.0004217,6.471
1000,1.28e-05,3.12e-06,8.41e-06,403500000,0.0004228,6.507
1000,1.28e-05,3.12e-06,8.94e-06,403500000,0.0004239,6.538
1000,1.28e-05,3.12e-06,9.47e-06,403400000,0.0004249,6.565
1000,1.28e-05,3.12e-06,1e-05,403400000,0.0004254,6.589
1000,1.28e-05,3.65e-06,4e-06,404400000,0.0004601,6.603
1000,1.28e-05,3.65e-06,2.06e-06,405700000,0.0004178,3.113
1000,1.28e-05,3.65e-06,2.59e-06,405100000,0.0004374,4.9
1000,1.28e-05,3.65e-06,3.12e-06,404700000,0.000449,5.836
1000,1.28e-05,3.65e-06,3.65e-06,404500000,0.0004563,6.369
1000,1.28e-05,3.65e-06,4.18e-06,404300000,0.0004617,6.697
1000,1.28e-05,3.65e-06,4.71e-06,404200000,0.0004658,6.917
1000,1.28e-05,3.65e-06,5.24e-06,404100000,0.0004691,7.074
1000,1.28e-05,3.65e-06,5.77e-06,404000000,0.0004718,7.192
1000,1.28e-05,3.65e-06,6.29e-06,403900000,0.0004741,7.284
1000,1.28e-05,3.65e-06,6.82e-06,403900000,0.000476,7.357
1000,1.28e-05,3.65e-06,7.35e-06,403800000,0.0004778,7.417
1000,1.28e-05,3.65e-06,7.88e-06,403700000,0.0004793,7.468
1000,1.28e-05,3.65e-06,8.41e-06,403700000,0.0004807,7.511
1000,1.28e-05,3.65e-06,8.94e-06,403600000,0.0004819,7.549
1000,1.28e-05,3.65e-06,9.47e-06,403600000,0.0004831,7.581
1000,1.28e-05,3.65e-06,1e-05,403500000,0.0004842,7.61
1000,1.28e-05,4.18e-06,4e-06,404700000,0.00051,7.144
1000,1.28e-05,4.18e-06,2.06e-06,406300000,0.0004526,2.618
1000,1.28e-05,4.18e-06,2.59e-06,405700000,0.0004788,4.843
1000,1.28e-05,4.18e-06,3.12e-06,405200000,0.0004946,6.098
1000,1.28e-05,4.18e-06,3.65e-06,404900000,0.0005049,6.824
1000,1.28e-05,4.18e-06,4.18e-06,404600000,0.0005118,7.277
1000,1.28e-05,4.18e-06,4.71e-06,404400000,0.0005171,7.573
1000,1.28e-05,4.18e-06,5.24e-06,404300000,0.0005212,7.78
1000,1.28e-05,4.18e-06,5.77e-06,404200000,0.0005246,7.932
1000,1.28e-05,4.18e-06,6.29e-06,404100000,0.0005274,8.049
1000,1.28e-05,4.18e-06,6.82e-06,404000000,0.0005298,8.141
1000,1.28e-05,4.18e-06,7.35e-06,403900000,0.0005319,8.216
1000,1.28e-05,4.18e-06,7.88e-06,403900000,0.0005338,8.278
1000,1.28e-05,4.18e-06,8.41e-06,403800000,0.0005355,8.331
1000,1.28e-05,4.18e-06,8.94e-06,403700000,0.000537,8.376
1000,1.28e-05,4.18e-06,9.47e-06,403700000,0.0005383,8.415
1000,1.28e-05,4.18e-06,1e-05,403600000,0.0005396,8.449
1000,1.28e-05,4.71e-06,4e-06,405100000,0.0005557,7.485
1000,1.28e-05,4.71e-06,2.06e-06,406900000,0.0004821,1.99
1000,1.28e-05,4.71e-06,2.59e-06,406300000,0.0005152,4.555
1000,1.28e-05,4.71e-06,3.12e-06,405700000,0.0005357,6.117
1000,1.28e-05,4.71e-06,3.65e-06,405300000,0.0005491,7.063
1000,1.28e-05,4.71e-06,4.18e-06,405000000,0.0005585,7.654
1000,1.28e-05,4.71e-06,4.71e-06,404700000,0.0005649,8.048
1000,1.28e-05,4.71e-06,5.24e-06,404600000,0.0005701,8.317
1000,1.28e-05,4.71e-06,5.77e-06,404400000,0.0005743,8.513
1000,1.28e-05,4.71e-06,6.29e-06,404300000,0.0005778,8.661
1000,1.28e-05,4.71e-06,6.82e-06,404200000,0.0005807,8.776
1000,1.28e-05,4.71e-06,7.35e-06,404100000,0.0005832,8.869
1000,1.28e-05,4.71e-06,7.88e-06,404000000,0.0005854,8.944
1000,1.28e-05,4.71e-06,8.41e-06,403900000,0.0005874,9.008
1000,1.28e-05,4.71e-06,8.94e-06,403900000,0.0005891,9.062
1000,1.28e-05,4.71e-06,9.47e-06,403800000,0.0005907,9.108
1000,1.28e-05,4.71e-06,1e-05,403700000,0.0005922,9.149
1000,1.28e-05,5.24e-06,4e-06,405500000,0.0005977,7.65
1000,1.28e-05,5.24e-06,2.06e-06,407500000,0.0005071,1.312
1000,1.28e-05,5.24e-06,2.59e-06,406900000,0.0005471,4.122
1000,1.28e-05,5.24e-06,3.12e-06,406300000,0.0005726,5.949
1000,1.28e-05,5.24e-06,3.65e-06,405800000,0.0005895,7.115
1000,1.28e-05,5.24e-06,4.18e-06,405400000,0.0006012,7.866
1000,1.28e-05,5.24e-06,4.71e-06,405100000,0.0006099,8.363
1000,1.28e-05,5.24e-06,5.24e-06,404800000,0.0006159,8.712
1000,1.28e-05,5.24e-06,5.77e-06,404700000,0.000621,8.96
1000,1.28e-05,5.24e-06,6.29e-06,404500000,0.0006252,9.145
1000,1.28e-05,5.24e-06,6.82e-06,404400000,0.0006287,9.288
1000,1.28e-05,5.24e-06,7.35e-06,404300000,0.0006317,9.402
1000,1.28e-05,5.24e-06,7.88e-06,404200000,0.0006343,9.494
1000,1.28e-05,5.24e-06,8.41e-06,404100000,0.0006366,9.571
1000,1.28e-05,5.24e-06,8.94e-06,404000000,0.0006387,9.635
1000,1.28e-05,5.24e-06,9.47e-06,404000000,0.0006405,9.69
1000,1.28e-05,5.24e-06,1e-05,403900000,0.0006422,9.738
1000,1.28e-05,5.77e-06,4e-06,406000000,0.0006363,7.664
1000,1.28e-05,5.77e-06,2.06e-06,408000000,0.0005286,0.6288
1000,1.28e-05,5.77e-06,2.59e-06,407500000,0.0005748,3.61
1000,1.28e-05,5.77e-06,3.12e-06,406900000,0.0006055,5.647
1000,1.28e-05,5.77e-06,3.65e-06,406300000,0.0006261,7.016
1000,1.28e-05,5.77e-06,4.18e-06,405900000,0.0006406,7.929
1000,1.28e-05,5.77e-06,4.71e-06,405500000,0.0006511,8.547
1000,1.28e-05,5.77e-06,5.24e-06,405200000,0.0006592,8.976
1000,1.28e-05,5.77e-06,5.77e-06,405000000,0.000665,9.29
1000,1.28e-05,5.77e-06,6.29e-06,404800000,0.00067,9.52
1000,1.28e-05,5.77e-06,6.82e-06,404600000,0.0006741,9.696
1000,1.28e-05,5.77e-06,7.35e-06,404500000,0.0006777,9.835
1000,1.28e-05,5.77e-06,7.88e-06,404400000,0.0006807,9.946
1000,1.28e-05,5.77e-06,8.41e-06,404300000,0.0006834,10.04
1000,1.28e-05,5.77e-06,8.94e-06,404200000,0.0006858,10.11
1000,1.28e-05,5.77e-06,9.47e-06,404100000,0.0006879,10.18
1000,1.28e-05,5.77e-06,1e-05,404000000,0.0006898,10.24
1000,1.28e-05,6.29e-06,4e-06,406500000,0.0006715,7.555
1000,1.28e-05,6.29e-06,2.59e-06,408100000,0.0005991,3.064
1000,1.28e-05,6.29e-06,3.12e-06,407500000,0.0006347,5.259
1000,1.28e-05,6.29e-06,3.65e-06,406900000,0.0006593,6.799
1000,1.28e-05,6.29e-06,4.18e-06,406400000,0.0006767,7.868
1000,1.28e-05,6.29e-06,4.71e-06,405900000,0.0006894,8.61
1000,1.28e-05,6.29e-06,5.24e-06,405600000,0.000699,9.133
1000,1.28e-05,6.29e-06,5.77e-06,405300000,0.0007066,9.51
1000,1.28e-05,6.29e-06,6.29e-06,405100000,0.0007121,9.797
1000,1.28e-05,6.29e-06,6.82e-06,404900000,0.000717,10.01
1000,1.28e-05,6.29e-06,7.35e-06,404800000,0.0007211,10.18
1000,1.28e-05,6.29e-06,7.88e-06,404600000,0.0007247,10.31
1000,1.28e-05,6.29e-06,8.41e-06,404500000,0.0007278,10.42
1000,1.28e-05,6.29e-06,8.94e-06,404400000,0.0007305,10.51
1000,1.28e-05,6.29e-06,9.47e-06,404300000,0.0007329,10.59
1000,1.28e-05,6.29e-06,1e-05,404200000,0.0007351,10.66
1000,1.28e-05,6.82e-06,4e-06,407100000,0.0007036,7.348
1000,1.28e-05,6.82e-06,2.59e-06,408600000,0.0006204,2.508
1000,1.28e-05,6.82e-06,3.12e-06,408100000,0.0006608,4.82
1000,1.28e-05,6.82e-06,3.65e-06,407500000,0.0006893,6.499
1000,1.28e-05,6.82e-06,4.18e-06,407000000,0.0007097,7.706
1000,1.28e-05,6.82e-06,4.71e-06,406500000,0.0007248,8.569
1000,1.28e-05,6.82e-06,5.24e-06,406100000,0.0007362,9.189
1000,1.28e-05,6.82e-06,5.77e-06,405700000,0.0007451,9.641
1000,1.28e-05,6.82e-06,6.29e-06,405500000,0.0007517,9.985
1000,1.28e-05,6.82e-06,6.82e-06,405200000,0.0007575,10.24
1000,1.28e-05,6.82e-06,7.35e-06,405000000,0.0007623,10.44
1000,1.28e-05,6.82e-06,7.88e-06,404900000,0.0007663,10.61
1000,1.28e-05,6.82e-06,8.41e-06,404700000,0.0007699,10.74
1000,1.28e-05,6.82e-06,8.94e-06,404600000,0.000773,10.84
1000,1.28e-05,6.82e-06,9.47e-06,404500000,0.0007758,10.93
1000,1.28e-05,6.82e-06,1e-05,404400000,0.0007782,11.01
1000,1.28e-05,7.35e-06,4e-06,407800000,0.0007328,7.068
1000,1.28e-05,7.35e-06,2.59e-06,409100000,0.0006392,1.956
1000,1.28e-05,7.35e-06,3.12e-06,408700000,0.000684,4.355
1000,1.28e-05,7.35e-06,3.65e-06,408200000,0.0007163,6.141
1000,1.28e-05,7.35e-06,4.18e-06,407600000,0.0007399,7.465
1000,1.28e-05,7.35e-06,4.71e-06,407100000,0.0007574,8.44
1000,1.28e-05,7.35e-06,5.24e-06,406600000,0.0007706,9.155
1000,1.28e-05,7.35e-06,5.77e-06,406200000,0.000781,9.686
1000,1.28e-05,7.35e-06,6.29e-06,405900000,0.0007894,10.08
1000,1.28e-05,7.35e-06,6.82e-06,405600000,0.0007956,10.4
1000,1.28e-05,7.35e-06,7.35e-06,405400000,0.0008011,10.64
1000,1.28e-05,7.35e-06,7.88e-06,405200000,0.0008058,10.83
1000,1.28e-05,7.35e-06,8.41e-06,405000000,0.0008099,10.98
1000,1.28e-05,7.35e-06,8.94e-06,404900000,0.0008134,11.11
1000,1.28e-05,7.35e-06,9.47e-06,404800000,0.0008165,11.21
1000,1.28e-05,7.35e-06,1e-05,404700000,0.0008193,11.3
1000,1.28e-05,7.88e-06,4e-06,408400000,0.0007593,6.737
1000,1.28e-05,7.88e-06,2.59e-06,409500000,0.000656,1.417
1000,1.28e-05,7.88e-06,3.12e-06,409300000,0.0007047,3.88
1000,1.28e-05,7.88e-06,3.65e-06,408800000,0.0007407,5.748
1000,1.28e-05,7.88e-06,4.18e-06,408200000,0.0007673,7.167
1000,1.28e-05,7.88e-06,4.71e-06,407700000,0.0007873,8.238
1000,1.28e-05,7.88e-06,5.24e-06,407200000,0.0008026,9.043
1000,1.28e-05,7.88e-06,5.77e-06,406800000,0.0008145,9.65
1000,1.28e-05,7.88e-06,6.29e-06,406400000,0.0008241,10.11
1000,1.28e-05,7.88e-06,6.82e-06,406100000,0.0008314,10.47
1000,1.28e-05,7.88e-06,7.35e-06,405800000,0.0008378,10.75
1000,1.28e-05,7.88e-06,7.88e-06,405600000,0.0008431,10.98
1000,1.28e-05,7.88e-06,8.41e-06,405400000,0.0008477,11.16
1000,1.28e-05,7.88e-06,8.94e-06,405300000,0.0008517,11.3
1000,1.28e-05,7.88e-06,9.47e-06,405100000,0.0008552,11.43
1000,1.28e-05,7.88e-06,1e-05,405000000,0.0008584,11.53
1000,1.28e-05,8.41e-06,4e-06,409100000,0.0007833,6.371
1000,1.28e-05,8.41e-06,2.59e-06,410000000,0.0006709,0.8926
1000,1.28e-05,8.41e-06,3.12e-06,409800000,0.0007234,3.405
1000,1.28e-05,8.41e-06,3.65e-06,409400000,0.0007627,5.334
1000,1.28e-05,8.41e-06,4.18e-06,408900000,0.0007923,6.826
1000,1.28e-05,8.41e-06,4.71e-06,408400000,0.0008148,7.978
1000,1.28e-05,8.41e-06,5.24e-06,407900000,0.0008321,8.862
1000,1.28e-05,8.41e-06,5.77e-06,407400000,0.0008456,9.541
1000,1.28e-05,8.41e-06,6.29e-06,407000000,0.0008565,10.06
1000,1.28e-05,8.41e-06,6.82e-06,406700000,0.0008654,10.47
1000,1.28e-05,8.41e-06,7.35e-06,406400000,0.0008723,10.8
1000,1.28e-05,8.41e-06,7.88e-06,406200000,0.0008784,11.06
1000,1.28e-05,8.41e-06,8.41e-06,406000000,0.0008836,11.26
1000,1.28e-05,8.41e-06,8.94e-06,405800000,0.000888,11.43
1000,1.28e-05,8.41e-06,9.47e-06,405600000,0.000892,11.57
1000,1.28e-05,8.41e-06,1e-05,405500000,0.0008955,11.69
1000,1.28e-05,8.94e-06,4e-06,409800000,0.0008052,5.982
1000,1.28e-05,8.94e-06,2.59e-06,410300000,0.0006841,0.4045
1000,1.28e-05,8.94e-06,3.12e-06,410300000,0.0007401,2.936
1000,1.28e-05,8.94e-06,3.65e-06,410000000,0.0007826,4.91
1000,1.28e-05,8.94e-06,4.18e-06,409600000,0.0008151,6.457
1000,1.28e-05,8.94e-06,4.71e-06,409200000,0.00084,7.672
1000,1.28e-05,8.94e-06,5.24e-06,408700000,0.0008593,8.622
1000,1.28e-05,8.94e-06,5.77e-06,408300000,0.0008745,9.363
1000,1.28e-05,8.94e-06,6.29e-06,407900000,0.0008867,9.943
1000,1.28e-05,8.94e-06,6.82e-06,407500000,0.0008967,10.4
1000,1.28e-05,8.94e-06,7.35e-06,407200000,0.0009049,10.76
1000,1.28e-05,8.94e-06,7.88e-06,406900000,0.0009119,11.05
1000,1.28e-05,8.94e-06,8.41e-06,406700000,0.0009173,11.29
1000,1.28e-05,8.94e-06,8.94e-06,406500000,0.0009224,11.48
1000,1.28e-05,8.94e-06,9.47e-06,406400000,0.0009267,11.64
1000,1.28e-05,8.94e-06,1e-05,406200000,0.0009306,11.77
1000,1.28e-05,9.47e-06,4e-06,410500000,0.0008251,5.58
1000,1.28e-05,9.47e-06,3.12e-06,410800000,0.0007553,2.476
1000,1.28e-05,9.47e-06,3.65e-06,410700000,0.0008007,4.483
1000,1.28e-05,9.47e-06,4.18e-06,410400000,0.0008358,6.069
1000,1.28e-05,9.47e-06,4.71e-06,410000000,0.000863,7.329
1000,1.28e-05,9.47e-06,5.24e-06,409600000,0.0008843,8.329
1000,1.28e-05,9.47e-06,5.77e-06,409300000,0.0009013,9.107
1000,1.28e-05,9.47e-06,6.29e-06,408900000,0.0009148,9.733
1000,1.28e-05,9.47e-06,6.82e-06,408600000,0.0009258,10.23
1000,1.28e-05,9.47e-06,7.35e-06,408300000,0.0009349,10.63
1000,1.28e-05,9.47e-06,7.88e-06,408100000,0.0009427,10.95
1000,1.28e-05,9.47e-06,8.41e-06,407900000,0.000949,11.21
1000,1.28e-05,9.47e-06,8.94e-06,407700000,0.0009546,11.42
1000,1.28e-05,9.47e-06,9.47e-06,407600000,0.0009594,11.59
1000,1.28e-05,9.47e-06,1e-05,407500000,0.0009637,11.74
1000,1.28e-05,1e-05,4e-06,411200000,0.0008433,5.171
1000,1.28e-05,1e-05,3.12e-06,411300000,0.0007691,2.027
1000,1.28e-05,1e-05,3.65e-06,411300000,0.0008172,4.057
1000,1.28e-05,1e-05,4.18e-06,411200000,0.0008548,5.668
1000,1.28e-05,1e-05,4.71e-06,411000000,0.0008842,6.94
1000,1.28e-05,1e-05,5.24e-06,410700000,0.0009074,7.966
1000,1.28e-05,1e-05,5.77e-06,410500000,0.0009259,8.785
1000,1.28e-05,1e-05,6.29e-06,410300000,0.0009408,9.439
1000,1.28e-05,1e-05,6.82e-06,410100000,0.000953,9.961
1000,1.28e-05,1e-05,7.35e-06,410000000,0.000963,10.38
1000,1.28e-05,1e-05,7.88e-06,409900000,0.0009714,10.71
1000,1.28e-05,1e-05,8.41e-06,409800000,0.0009785,10.98
1000,1.28e-05,1e-05,8.94e-06,409700000,0.0009845,11.2
1000,1.28e-05,1e-05,9.47e-06,409700000,0.0009898,11.38
1000,1.28e-05,1e-05,1e-05,409700000,0.0009944,11.52
1000,1.33e-05,5e-06,4e-06,405300000,0.0005832,7.642
1000,1.33e-05,5e-06,2.06e-06,407300000,0.0004987,1.604
1000,1.33e-05,5e-06,2.59e-06,406700000,0.0005362,4.33
1000,1.33e-05,5e-06,3.12e-06,406100000,0.00056,6.063
1000,1.33e-05,5e-06,3.65e-06,405600000,0.0005756,7.149
1000,1.33e-05,5e-06,4.18e-06,405200000,0.0005864,7.84
1000,1.33e-05,5e-06,4.71e-06,405000000,0.0005945,8.295
1000,1.33e-05,5e-06,5.24e-06,404700000,0.0006001,8.616
1000,1.33e-05,5e-06,5.77e-06,404600000,0.0006048,8.844
1000,1.33e-05,5e-06,6.29e-06,404400000,0.0006088,9.015
1000,1.33e-05,5e-06,6.82e-06,404300000,0.0006121,9.148
1000,1.33e-05,5e-06,7.35e-06,404200000,0.0006149,9.254
1000,1.33e-05,5e-06,7.88e-06,404100000,0.0006174,9.34
1000,1.33e-05,5e-06,8.41e-06,404100000,0.0006196,9.412
1000,1.33e-05,5e-06,8.94e-06,404000000,0.0006215,9.472
1000,1.33e-05,5e-06,9.47e-06,403900000,0.0006233,9.524
1000,1.33e-05,5e-06,1e-05,403800000,0.0006249,9.57
1000,1.33e-05,1.53e-06,4e-06,403600000,0.0002223,1.159
1000,1.33e-05,1.53e-06,2.06e-06,403800000,0.0002145,0.5654
1000,1.33e-05,1.53e-06,2.59e-06,403700000,0.0002176,0.8406
1000,1.33e-05,1.53e-06,3.12e-06,403700000,0.0002198,1.0
1000,1.33e-05,1.53e-06,3.65e-06,403600000,0.0002214,1.105
1000,1.33e-05,1.53e-06,4.18e-06,403600000,0.0002227,1.181
1000,1.33e-05,1.53e-06,4.71e-06,403500000,0.0002239,1.239
1000,1.33e-05,1.53e-06,5.24e-06,403500000,0.0002246,1.285
1000,1.33e-05,1.53e-06,5.77e-06,403400000,0.0002253,1.323
1000,1.33e-05,1.53e-06,6.29e-06,403400000,0.000226,1.354
1000,1.33e-05,1.53e-06,6.82e-06,403300000,0.0002266,1.381
1000,1.33e-05,1.53e-06,7.35e-06,403300000,0.0002272,1.404
1000,1.33e-05,1.53e-06,7.88e-06,403200000,0.0002276,1.425
1000,1.33e-05,1.53e-06,8.41e-06,403200000,0.0002281,1.443
1000,1.33e-05,1.53e-06,8.94e-06,403200000,0.0002285,1.459
1000,1.33e-05,1.53e-06,9.47e-06,403100000,0.0002289,1.474
1000,1.33e-05,1.53e-06,1e-05,403100000,0.0002293,1.487
1000,1.33e-05,2.06e-06,4e-06,403700000,0.0002888,3.276
1000,1.33e-05,2.06e-06,1.53e-06,404400000,0.0002658,1.067
1000,1.33e-05,2.06e-06,2.06e-06,404100000,0.000276,2.265
1000,1.33e-05,2.06e-06,2.59e-06,404000000,0.0002812,2.767
1000,1.33e-05,2.06e-06,3.12e-06,403900000,0.0002848,3.032
1000,1.33e-05,2.06e-06,3.65e-06,403800000,0.0002874,3.197
1000,1.33e-05,2.06e-06,4.18e-06,403700000,0.0002894,3.31
1000,1.33e-05,2.06e-06,4.71e-06,403700000,0.000291,3.393
1000,1.33e-05,2.06e-06,5.24e-06,403600000,0.0002924,3.457
1000,1.33e-05,2.06e-06,5.77e-06,403600000,0.0002936,3.508
1000,1.33e-05,2.06e-06,6.29e-06,403500000,0.0002947,3.55
1000,1.33e-05,2.06e-06,6.82e-06,403500000,0.0002954,3.586
1000,1.33e-05,2.06e-06,7.35e-06,403400000,0.0002962,3.616
1000,1.33e-05,2.06e-06,7.88e-06,403400000,0.0002969,3.643
1000,1.33e-05,2.06e-06,8.41e-06,403300000,0.0002975,3.666
1000,1.33e-05,2.06e-06,8.94e-06,403300000,0.0002981,3.687
1000,1.33e-05,2.06e-06,9.47e-06,403200000,0.0002987,3.705
1000,1.33e-05,2.06e-06,1e-05,403200000,0.0002992,3.722
1000,1.33e-05,2.59e-06,4e-06,403900000,0.0003508,4.775
1000,1.33e-05,2.59e-06,1.53e-06,405000000,0.0003132,1.109
1000,1.33e-05,2.59e-06,2.06e-06,404500000,0.0003306,3.129
1000,1.33e-05,2.59e-06,2.59e-06,404300000,0.0003397,3.976
1000,1.33e-05,2.59e-06,3.12e-06,404100000,0.0003449,4.407
1000,1.33e-05,2.59e-06,3.65e-06,404000000,0.0003488,4.658
1000,1.33e-05,2.59e-06,4.18e-06,403900000,0.0003517,4.823
1000,1.33e-05,2.59e-06,4.71e-06,403800000,0.000354,4.94
1000,1.33e-05,2.59e-06,5.24e-06,403800000,0.0003559,5.028
