Lm,Lm2,Cm2,R1,W1,W2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
1e-09,5.5e-12,1.45e-13,4000.0,2e-05,4e-06,0.00541,-12.31,-11.36,4.948,9.661,1.577,3.695
1e-09,5.5e-12,1.75e-13,3000.0,1.5e-05,5e-06,0.00534,-6.985,-9.61,4.21,8.093,0.98,2.479
1e-09,5.5e-12,1.75e-13,3000.0,1.5e-05,3e-06,0.00534,-5.631,-9.465,4.137,7.794,0.98,2.306
1e-09,5.5e-12,1.75e-13,3000.0,1.5e-05,4e-06,0.00534,-6.289,-9.584,4.181,7.979,0.983,2.395
1e-09,5.5e-12,1.75e-13,3000.0,1e-05,5e-06,0.00446,-2.617,-5.281,2.609,6.849,0.489,1.306
1e-09,5.5e-12,1.75e-13,3000.0,1e-05,3e-06,0.00446,-2.096,-5.061,2.577,6.16,0.471,0.941
1e-09,5.5e-12,1.75e-13,3000.0,1e-05,4e-06,0.00446,-2.333,-5.169,2.602,6.576,0.485,1.102
1e-09,5.5e-12,1.75e-13,3000.0,1.1e-05,5e-06,0.00467,-3.105,-6.096,3.183,7.261,0.637,1.776
1e-09,5.5e-12,1.75e-13,3000.0,1.1e-05,3e-06,0.00467,-2.473,-5.818,3.138,6.695,0.621,1.476
1e-09,5.5e-12,1.75e-13,3000.0,1.1e-05,4e-06,0.00467,-2.761,-5.955,3.169,7.036,0.635,1.652
1e-09,5.5e-12,1.75e-13,3000.0,1.2e-05,5e-06,0.00486,-3.742,-6.986,3.62,7.56,0.76,2.002
1e-09,5.5e-12,1.75e-13,3000.0,1.2e-05,3e-06,0.00486,-2.971,-6.654,3.564,7.132,0.75,1.86
1e-09,5.5e-12,1.75e-13,3000.0,1.2e-05,4e-06,0.00486,-3.325,-6.821,3.6,7.41,0.761,1.934
1e-09,5.5e-12,1.75e-13,3000.0,1.3e-05,5e-06,0.00503,-4.573,-7.928,3.929,7.776,0.857,2.168
1e-09,5.5e-12,1.75e-13,3000.0,1.3e-05,3e-06,0.00503,-3.629,-7.567,3.865,7.465,0.853,2.029
1e-09,5.5e-12,1.75e-13,3000.0,1.3e-05,4e-06,0.00503,-4.066,-7.756,3.905,7.659,0.86,2.098
1e-09,5.5e-12,1.75e-13,3000.0,1.4e-05,5e-06,0.00519,-5.641,-8.85,4.121,7.987,0.93,2.324
1e-09,5.5e-12,1.75e-13,3000.0,1.4e-05,3e-06,0.00519,-4.496,-8.53,4.051,7.672,0.929,2.166
1e-09,5.5e-12,1.75e-13,3000.0,1.4e-05,4e-06,0.00519,-5.036,-8.713,4.094,7.813,0.933,2.245
1e-09,5.5e-12,1.75e-13,3000.0,1.6e-05,5e-06,0.00548,-8.611,-10.02,4.21,8.214,1.009,2.621
1e-09,5.5e-12,1.75e-13,3000.0,1.6e-05,3e-06,0.00548,-7.103,-10.23,4.137,7.924,1.008,2.453
1e-09,5.5e-12,1.75e-13,3000.0,1.6e-05,4e-06,0.00548,-7.879,-10.19,4.18,8.05,1.011,2.546
1e-09,5.5e-12,1.75e-13,3000.0,1.7e-05,5e-06,0.00561,-10.44,-9.937,4.135,8.306,1.02,2.74
1e-09,5.5e-12,1.75e-13,3000.0,1.7e-05,3e-06,0.00561,-8.993,-10.61,4.064,7.988,1.017,2.6
1e-09,5.5e-12,1.75e-13,3000.0,1.7e-05,4e-06,0.00561,-9.838,-10.35,4.105,8.126,1.02,2.676
1e-09,5.5e-12,1.75e-13,3000.0,1.8e-05,5e-06,0.00572,-12.2,-9.425,4.0,8.322,1.011,2.897
1e-09,5.5e-12,1.75e-13,3000.0,1.8e-05,3e-06,0.00572,-11.39,-10.51,3.932,8.035,1.007,2.783
1e-09,5.5e-12,1.75e-13,3000.0,1.8e-05,4e-06,0.00572,-12.12,-10.02,3.971,8.202,1.011,2.847
1e-09,5.5e-12,1.75e-13,3000.0,1.9e-05,5e-06,0.00583,-13.33,-8.674,3.818,8.322,0.985,3.15
1e-09,5.5e-12,1.75e-13,3000.0,1.9e-05,3e-06,0.00583,-14.34,-9.974,3.754,8.09,0.981,3.047
1e-09,5.5e-12,1.75e-13,3000.0,1.9e-05,4e-06,0.00583,-14.35,-9.351,3.79,8.221,0.985,3.098
1e-09,5.5e-12,1.75e-13,3000.0,2e-05,5e-06,0.00594,-13.36,-7.872,3.599,8.321,0.941,3.219
1e-09,5.5e-12,1.75e-13,3000.0,2e-05,3e-06,0.00594,-17.39,-9.21,3.54,8.107,0.939,3.128
1e-09,5.5e-12,1.75e-13,3000.0,2e-05,4e-06,0.00594,-15.58,-8.547,3.574,8.212,0.942,3.17
1e-09,5.5e-12,1.75e-13,1500.0,1.5e-05,5e-06,0.00649,-14.8,-8.073,1.119,8.161,0.272,2.457
1e-09,5.5e-12,1.75e-13,1500.0,1.5e-05,3e-06,0.00649,-10.62,-8.129,1.101,7.835,0.265,2.276
1e-09,5.5e-12,1.75e-13,1500.0,1.5e-05,4e-06,0.00649,-12.41,-8.125,1.113,8.001,0.27,2.369
1e-09,5.5e-12,1.75e-13,1500.0,1.2e-05,5e-06,0.00594,-7.796,-6.31,0.146,7.709,0.0257,1.959
1e-09,5.5e-12,1.75e-13,1500.0,1.2e-05,3e-06,0.00594,-6.069,-6.166,0.14,7.38,0.025,1.817
1e-09,5.5e-12,1.75e-13,1500.0,1.2e-05,4e-06,0.00594,-6.851,-6.244,0.147,7.562,0.026,1.886
1e-09,5.5e-12,1.75e-13,1500.0,1.3e-05,5e-06,0.00614,-9.466,-6.975,0.551,7.951,0.107,2.134
1e-09,5.5e-12,1.75e-13,1500.0,1.3e-05,3e-06,0.00614,-7.237,-6.854,0.54,7.59,0.108,1.983
1e-09,5.5e-12,1.75e-13,1500.0,1.3e-05,4e-06,0.00614,-8.237,-6.925,0.549,7.755,0.108,2.059
1e-09,5.5e-12,1.75e-13,1500.0,1.4e-05,5e-06,0.00632,-11.69,-7.583,0.873,8.072,0.198,2.296
1e-09,5.5e-12,1.75e-13,1500.0,1.4e-05,3e-06,0.00632,-8.719,-7.525,0.857,7.732,0.194,2.13
1e-09,5.5e-12,1.75e-13,1500.0,1.4e-05,4e-06,0.00632,-10.03,-7.571,0.868,7.92,0.197,2.214
1e-09,5.5e-12,1.75e-13,1500.0,1.6e-05,5e-06,0.00664,-19.59,-8.383,1.297,8.249,0.326,2.606
1e-09,5.5e-12,1.75e-13,1500.0,1.6e-05,3e-06,0.00664,-13.09,-8.604,1.276,7.892,0.318,2.427
1e-09,5.5e-12,1.75e-13,1500.0,1.6e-05,4e-06,0.00664,-15.69,-8.523,1.29,8.059,0.323,2.524
1e-09,5.5e-12,1.75e-13,1500.0,1.7e-05,5e-06,0.00678,-27.45,-8.475,1.414,8.276,0.359,2.74
1e-09,5.5e-12,1.75e-13,1500.0,1.7e-05,3e-06,0.00678,-16.3,-8.888,1.391,7.944,0.353,2.577
1e-09,5.5e-12,1.75e-13,1500.0,1.7e-05,4e-06,0.00678,-20.33,-8.712,1.405,8.112,0.357,2.661
1e-09,5.5e-12,1.75e-13,1500.0,1.8e-05,5e-06,0.00691,-23.52,-8.36,1.474,8.283,0.373,2.895
1e-09,5.5e-12,1.75e-13,1500.0,1.8e-05,3e-06,0.00691,-19.86,-8.95,1.451,7.975,0.369,2.773
1e-09,5.5e-12,1.75e-13,1500.0,1.8e-05,4e-06,0.00691,-23.99,-8.681,1.465,8.121,0.372,2.833
1e-09,5.5e-12,1.75e-13,1500.0,1.9e-05,5e-06,0.00704,-17.75,-8.086,1.486,8.284,0.383,3.138
1e-09,5.5e-12,1.75e-13,1500.0,1.9e-05,3e-06,0.00704,-20.51,-8.805,1.463,7.973,0.379,3.037
1e-09,5.5e-12,1.75e-13,1500.0,1.9e-05,4e-06,0.00704,-20.18,-8.464,1.477,8.126,0.382,3.087
1e-09,5.5e-12,1.75e-13,1500.0,2e-05,5e-06,0.00715,-14.42,-7.721,1.455,8.263,0.387,3.18
1e-09,5.5e-12,1.75e-13,1500.0,2e-05,3e-06,0.00715,-17.62,-8.508,1.432,7.975,0.383,3.088
1e-09,5.5e-12,1.75e-13,1500.0,2e-05,4e-06,0.00715,-16.24,-8.125,1.446,8.131,0.385,3.131
1e-09,5.5e-12,1.75e-13,2000.0,1.5e-05,5e-06,0.00603,-11.17,-8.768,2.406,8.178,0.629,2.468
1e-09,5.5e-12,1.75e-13,2000.0,1.5e-05,3e-06,0.00603,-8.485,-8.758,2.367,7.78,0.616,2.291
1e-09,5.5e-12,1.75e-13,2000.0,1.5e-05,4e-06,0.00603,-9.719,-8.796,2.391,7.996,0.625,2.382
1e-09,5.5e-12,1.75e-13,2000.0,1e-05,5e-06,0.00507,-4.177,-5.141,0.485,6.755,0.0704,1.299
1e-09,5.5e-12,1.75e-13,2000.0,1e-05,3e-06,0.00507,-3.338,-4.973,0.478,6.49,0.0753,0.941
1e-09,5.5e-12,1.75e-13,2000.0,1e-05,4e-06,0.00507,-3.721,-5.057,0.487,6.501,0.0738,1.111
1e-09,5.5e-12,1.75e-13,2000.0,1.1e-05,5e-06,0.0053,-4.957,-5.876,1.074,7.252,0.214,1.753
1e-09,5.5e-12,1.75e-13,2000.0,1.1e-05,3e-06,0.0053,-3.923,-5.675,1.058,6.751,0.21,1.484
1e-09,5.5e-12,1.75e-13,2000.0,1.1e-05,4e-06,0.0053,-4.395,-5.776,1.071,6.901,0.215,1.639
1e-09,5.5e-12,1.75e-13,2000.0,1.2e-05,5e-06,0.00551,-5.957,-6.651,1.551,7.634,0.348,1.98
1e-09,5.5e-12,1.75e-13,2000.0,1.2e-05,3e-06,0.00551,-4.669,-6.428,1.528,6.981,0.337,1.838
1e-09,5.5e-12,1.75e-13,2000.0,1.2e-05,4e-06,0.00551,-5.257,-6.544,1.545,7.336,0.345,1.91
1e-09,5.5e-12,1.75e-13,2000.0,1.3e-05,5e-06,0.0057,-7.25,-7.437,1.927,7.915,0.464,2.151
1e-09,5.5e-12,1.75e-13,2000.0,1.3e-05,3e-06,0.0057,-5.628,-7.22,1.898,7.333,0.45,2.006
1e-09,5.5e-12,1.75e-13,2000.0,1.3e-05,4e-06,0.0057,-6.369,-7.339,1.917,7.649,0.46,2.078
1e-09,5.5e-12,1.75e-13,2000.0,1.4e-05,5e-06,0.00587,-8.938,-8.174,2.209,8.093,0.558,2.31
1e-09,5.5e-12,1.75e-13,2000.0,1.4e-05,3e-06,0.00587,-6.868,-8.019,2.174,7.59,0.544,2.148
1e-09,5.5e-12,1.75e-13,2000.0,1.4e-05,4e-06,0.00587,-7.814,-8.117,2.196,7.873,0.554,2.23
1e-09,5.5e-12,1.75e-13,2000.0,1.6e-05,5e-06,0.00618,-14.19,-9.114,2.526,8.229,0.677,2.614
1e-09,5.5e-12,1.75e-13,2000.0,1.6e-05,3e-06,0.00618,-10.63,-9.341,2.485,7.87,0.665,2.44
1e-09,5.5e-12,1.75e-13,2000.0,1.6e-05,4e-06,0.00618,-12.29,-9.271,2.51,8.056,0.673,2.535
1e-09,5.5e-12,1.75e-13,2000.0,1.7e-05,5e-06,0.00632,-18.29,-9.144,2.578,8.245,0.701,2.734
1e-09,5.5e-12,1.75e-13,2000.0,1.7e-05,3e-06,0.00632,-13.61,-9.661,2.537,7.915,0.691,2.589
1e-09,5.5e-12,1.75e-13,2000.0,1.7e-05,4e-06,0.00632,-15.97,-9.448,2.561,8.097,0.698,2.669
1e-09,5.5e-12,1.75e-13,2000.0,1.8e-05,5e-06,0.00644,-22.04,-8.879,2.571,8.225,0.702,2.887
1e-09,5.5e-12,1.75e-13,2000.0,1.8e-05,3e-06,0.00644,-18.13,-9.658,2.53,7.954,0.695,2.775
1e-09,5.5e-12,1.75e-13,2000.0,1.8e-05,4e-06,0.00644,-21.74,-9.306,2.554,8.1,0.701,2.834
1e-09,5.5e-12,1.75e-13,2000.0,1.9e-05,5e-06,0.00656,-19.89,-8.415,2.514,8.233,0.682,3.145
1e-09,5.5e-12,1.75e-13,2000.0,1.9e-05,3e-06,0.00656,-27.38,-9.364,2.474,7.953,0.679,3.044
1e-09,5.5e-12,1.75e-13,2000.0,1.9e-05,4e-06,0.00656,-26.86,-8.913,2.498,8.074,0.683,3.094
1e-09,5.5e-12,1.75e-13,2000.0,2e-05,5e-06,0.00667,-16.23,-7.865,2.415,8.281,0.643,3.199
1e-09,5.5e-12,1.75e-13,2000.0,2e-05,3e-06,0.00667,-29.02,-8.88,2.377,7.965,0.645,3.108
1e-09,5.5e-12,1.75e-13,2000.0,2e-05,4e-06,0.00667,-20.5,-8.383,2.399,8.114,0.646,3.151
1e-09,5.5e-12,1.75e-13,2500.0,1.5e-05,5e-06,0.00566,-8.614,-9.261,3.401,8.188,0.85,2.475
1e-09,5.5e-12,1.75e-13,2500.0,1.5e-05,3e-06,0.00566,-6.803,-9.18,3.345,7.835,0.843,2.3
1e-09,5.5e-12,1.75e-13,2500.0,1.5e-05,4e-06,0.00566,-7.669,-9.26,3.379,8.042,0.849,2.39
1e-09,5.5e-12,1.75e-13,2500.0,1e-05,5e-06,0.00474,-3.258,-5.231,1.634,6.862,0.311,1.303
1e-09,5.5e-12,1.75e-13,2500.0,1e-05,3e-06,0.00474,-2.607,-5.033,1.614,6.143,0.3,0.941
1e-09,5.5e-12,1.75e-13,2500.0,1e-05,4e-06,0.00474,-2.904,-5.131,1.631,6.508,0.309,1.106
1e-09,5.5e-12,1.75e-13,2500.0,1.1e-05,5e-06,0.00496,-3.865,-6.014,2.216,7.34,0.464,1.767
1e-09,5.5e-12,1.75e-13,2500.0,1.1e-05,3e-06,0.00496,-3.071,-5.769,2.186,6.615,0.448,1.479
1e-09,5.5e-12,1.75e-13,2500.0,1.1e-05,4e-06,0.00496,-3.434,-5.891,2.208,7.024,0.461,1.647
1e-09,5.5e-12,1.75e-13,2500.0,1.2e-05,5e-06,0.00515,-4.648,-6.857,2.674,7.679,0.597,1.993
1e-09,5.5e-12,1.75e-13,2500.0,1.2e-05,3e-06,0.00515,-3.672,-6.573,2.635,7.097,0.582,1.851
1e-09,5.5e-12,1.75e-13,2500.0,1.2e-05,4e-06,0.00515,-4.12,-6.718,2.661,7.447,0.594,1.924
1e-09,5.5e-12,1.75e-13,2500.0,1.3e-05,5e-06,0.00534,-5.661,-7.733,3.018,7.916,0.705,2.161
1e-09,5.5e-12,1.75e-13,2500.0,1.3e-05,3e-06,0.00534,-4.454,-7.437,2.971,7.463,0.693,2.02
1e-09,5.5e-12,1.75e-13,2500.0,1.3e-05,4e-06,0.00534,-5.011,-7.595,3.001,7.724,0.704,2.09
1e-09,5.5e-12,1.75e-13,2500.0,1.4e-05,5e-06,0.0055,-6.962,-8.574,3.257,8.11,0.789,2.318
1e-09,5.5e-12,1.75e-13,2500.0,1.4e-05,3e-06,0.0055,-5.474,-8.33,3.204,7.687,0.78,2.159
1e-09,5.5e-12,1.75e-13,2500.0,1.4e-05,4e-06,0.0055,-6.169,-8.474,3.237,7.9,0.788,2.239
1e-09,5.5e-12,1.75e-13,2500.0,1.6e-05,5e-06,0.0058,-10.66,-9.64,3.462,8.262,0.889,2.618
1e-09,5.5e-12,1.75e-13,2500.0,1.6e-05,3e-06,0.0058,-8.537,-9.86,3.404,7.942,0.882,2.448
1e-09,5.5e-12,1.75e-13,2500.0,1.6e-05,4e-06,0.0058,-9.602,-9.807,3.438,8.102,0.888,2.542
1e-09,5.5e-12,1.75e-13,2500.0,1.7e-05,5e-06,0.00593,-13.05,-9.614,3.45,8.315,0.907,2.737
1e-09,5.5e-12,1.75e-13,2500.0,1.7e-05,3e-06,0.00593,-10.82,-10.22,3.393,7.995,0.899,2.595
1e-09,5.5e-12,1.75e-13,2500.0,1.7e-05,4e-06,0.00593,-12.08,-9.976,3.426,8.148,0.905,2.673
1e-09,5.5e-12,1.75e-13,2500.0,1.8e-05,5e-06,0.00605,-15.27,-9.217,3.378,8.313,0.903,2.89
1e-09,5.5e-12,1.75e-13,2500.0,1.8e-05,3e-06,0.00605,-13.88,-10.16,3.322,8.03,0.897,2.78
1e-09,5.5e-12,1.75e-13,2500.0,1.8e-05,4e-06,0.00605,-15.12,-9.734,3.355,8.185,0.902,2.842
1e-09,5.5e-12,1.75e-13,2500.0,1.9e-05,5e-06,0.00617,-16.09,-8.595,3.256,8.292,0.879,3.148
1e-09,5.5e-12,1.75e-13,2500.0,1.9e-05,3e-06,0.00617,-18.05,-9.735,3.203,8.053,0.875,3.046
1e-09,5.5e-12,1.75e-13,2500.0,1.9e-05,4e-06,0.00617,-18.06,-9.191,3.234,8.182,0.879,3.097
1e-09,5.5e-12,1.75e-13,2500.0,2e-05,5e-06,0.00627,-15.06,-7.901,3.094,8.266,0.834,3.211
1e-09,5.5e-12,1.75e-13,2500.0,2e-05,3e-06,0.00627,-22.38,-9.096,3.045,8.045,0.835,3.12
1e-09,5.5e-12,1.75e-13,2500.0,2e-05,4e-06,0.00627,-18.43,-8.507,3.073,8.162,0.837,3.163
1e-09,5.5e-12,1.75e-13,3500.0,1.5e-05,5e-06,0.00508,-5.875,-9.86,4.889,7.948,1.063,2.483
1e-09,5.5e-12,1.75e-13,3500.0,1.5e-05,3e-06,0.00508,-4.793,-9.659,4.8,7.704,1.068,2.31
1e-09,5.5e-12,1.75e-13,3500.0,1.5e-05,4e-06,0.00508,-5.324,-9.81,4.853,7.852,1.068,2.398
1e-09,5.5e-12,1.75e-13,3500.0,1e-05,5e-06,0.00423,-2.152,-5.309,3.466,6.767,0.616,1.308
1e-09,5.5e-12,1.75e-13,3500.0,1e-05,3e-06,0.00423,-1.724,-5.072,3.422,6.189,0.598,0.941
1e-09,5.5e-12,1.75e-13,3500.0,1e-05,4e-06,0.00423,-1.918,-5.187,3.455,6.582,0.613,1.099
1e-09,5.5e-12,1.75e-13,3500.0,1.1e-05,5e-06,0.00443,-2.555,-6.145,4.031,7.097,0.757,1.782
1e-09,5.5e-12,1.75e-13,3500.0,1.1e-05,3e-06,0.00443,-2.038,-5.842,3.972,6.719,0.743,1.473
1e-09,5.5e-12,1.75e-13,3500.0,1.1e-05,4e-06,0.00443,-2.273,-5.991,4.012,6.984,0.756,1.656
1e-09,5.5e-12,1.75e-13,3500.0,1.2e-05,5e-06,0.00461,-3.09,-7.069,4.444,7.353,0.872,2.008
1e-09,5.5e-12,1.75e-13,3500.0,1.2e-05,3e-06,0.00461,-2.461,-6.699,4.372,7.112,0.864,1.866
1e-09,5.5e-12,1.75e-13,3500.0,1.2e-05,4e-06,0.00461,-2.749,-6.884,4.418,7.296,0.874,1.941
1e-09,5.5e-12,1.75e-13,3500.0,1.3e-05,5e-06,0.00478,-3.798,-8.059,4.715,7.561,0.96,2.173
1e-09,5.5e-12,1.75e-13,3500.0,1.3e-05,3e-06,0.00478,-3.03,-7.647,4.634,7.399,0.959,2.036
1e-09,5.5e-12,1.75e-13,3500.0,1.3e-05,4e-06,0.00478,-3.386,-7.86,4.684,7.517,0.965,2.104
1e-09,5.5e-12,1.75e-13,3500.0,1.4e-05,5e-06,0.00493,-4.717,-9.042,4.858,7.788,1.023,2.328
1e-09,5.5e-12,1.75e-13,3500.0,1.4e-05,3e-06,0.00493,-3.789,-8.659,4.771,7.593,1.026,2.172
1e-09,5.5e-12,1.75e-13,3500.0,1.4e-05,4e-06,0.00493,-4.229,-8.874,4.823,7.667,1.029,2.25
1e-09,5.5e-12,1.75e-13,3500.0,1.6e-05,5e-06,0.00521,-7.271,-10.28,4.827,8.121,1.083,2.623
1e-09,5.5e-12,1.75e-13,3500.0,1.6e-05,3e-06,0.00521,-6.096,-10.48,4.74,7.857,1.086,2.456
1e-09,5.5e-12,1.75e-13,3500.0,1.6e-05,4e-06,0.00521,-6.709,-10.46,4.791,7.953,1.087,2.549
1e-09,5.5e-12,1.75e-13,3500.0,1.7e-05,5e-06,0.00533,-8.836,-10.15,4.69,8.248,1.084,2.741
1e-09,5.5e-12,1.75e-13,3500.0,1.7e-05,3e-06,0.00533,-7.755,-10.89,4.606,7.934,1.085,2.603
1e-09,5.5e-12,1.75e-13,3500.0,1.7e-05,4e-06,0.00533,-8.396,-10.61,4.655,8.069,1.086,2.678
1e-09,5.5e-12,1.75e-13,3500.0,1.8e-05,5e-06,0.00545,-10.38,-9.54,4.495,8.291,1.069,2.902
1e-09,5.5e-12,1.75e-13,3500.0,1.8e-05,3e-06,0.00545,-9.814,-10.74,4.416,8.006,1.068,2.785
1e-09,5.5e-12,1.75e-13,3500.0,1.8e-05,4e-06,0.00545,-10.32,-10.2,4.461,8.18,1.07,2.85
1e-09,5.5e-12,1.75e-13,3500.0,1.9e-05,5e-06,0.00555,-11.53,-8.687,4.256,8.322,1.039,3.151
1e-09,5.5e-12,1.75e-13,3500.0,1.9e-05,3e-06,0.00555,-12.25,-10.12,4.184,8.093,1.036,3.048
1e-09,5.5e-12,1.75e-13,3500.0,1.9e-05,4e-06,0.00555,-12.25,-9.43,4.225,8.219,1.038,3.099
1e-09,5.5e-12,1.75e-13,3500.0,2e-05,5e-06,0.00565,-11.97,-7.803,3.985,8.347,0.994,3.225
1e-09,5.5e-12,1.75e-13,3500.0,2e-05,3e-06,0.00565,-14.78,-9.256,3.92,8.133,0.991,3.133
1e-09,5.5e-12,1.75e-13,3500.0,2e-05,4e-06,0.00565,-13.61,-8.533,3.957,8.226,0.993,3.176
1e-09,5.5e-12,1.75e-13,4000.0,1.5e-05,5e-06,0.00485,-5.074,-10.04,5.471,7.895,1.119,2.485
1e-09,5.5e-12,1.75e-13,4000.0,1.5e-05,3e-06,0.00485,-4.171,-9.79,5.367,7.59,1.127,2.313
1e-09,5.5e-12,1.75e-13,4000.0,1.5e-05,4e-06,0.00485,-4.616,-9.969,5.429,7.691,1.127,2.401
1e-09,5.5e-12,1.75e-13,4000.0,1e-05,5e-06,0.00403,-1.802,-5.324,4.24,6.645,0.708,1.31
1e-09,5.5e-12,1.75e-13,4000.0,1e-05,3e-06,0.00403,-1.443,-5.073,4.183,6.192,0.691,0.941
1e-09,5.5e-12,1.75e-13,4000.0,1e-05,4e-06,0.00403,-1.604,-5.195,4.225,6.547,0.706,1.097
1e-09,5.5e-12,1.75e-13,4000.0,1.1e-05,5e-06,0.00422,-2.142,-6.175,4.795,6.89,0.844,1.787
1e-09,5.5e-12,1.75e-13,4000.0,1.1e-05,3e-06,0.00422,-1.71,-5.851,4.72,6.706,0.831,1.471
1e-09,5.5e-12,1.75e-13,4000.0,1.1e-05,4e-06,0.00422,-1.905,-6.009,4.77,6.896,0.843,1.659
1e-09,5.5e-12,1.75e-13,4000.0,1.2e-05,5e-06,0.0044,-2.603,-7.123,5.181,7.1,0.952,2.012
1e-09,5.5e-12,1.75e-13,4000.0,1.2e-05,3e-06,0.0044,-2.077,-6.723,5.091,7.059,0.945,1.871
1e-09,5.5e-12,1.75e-13,4000.0,1.2e-05,4e-06,0.0044,-2.317,-6.922,5.149,7.144,0.955,1.946
1e-09,5.5e-12,1.75e-13,4000.0,1.3e-05,5e-06,0.00456,-3.223,-8.148,5.41,7.416,1.034,2.177
1e-09,5.5e-12,1.75e-13,4000.0,1.3e-05,3e-06,0.00456,-2.58,-7.693,5.311,7.3,1.033,2.041
1e-09,5.5e-12,1.75e-13,4000.0,1.3e-05,4e-06,0.00456,-2.878,-7.927,5.372,7.335,1.038,2.108
1e-09,5.5e-12,1.75e-13,4000.0,1.4e-05,5e-06,0.00471,-4.038,-9.177,5.5,7.698,1.089,2.33
1e-09,5.5e-12,1.75e-13,4000.0,1.4e-05,3e-06,0.00471,-3.261,-8.742,5.396,7.477,1.093,2.175
1e-09,5.5e-12,1.75e-13,4000.0,1.4e-05,4e-06,0.00471,-3.63,-8.983,5.459,7.489,1.095,2.253
1e-09,5.5e-12,1.75e-13,4000.0,1.6e-05,5e-06,0.00498,-6.327,-10.47,5.347,8.003,1.13,2.624
1e-09,5.5e-12,1.75e-13,4000.0,1.6e-05,3e-06,0.00498,-5.359,-10.66,5.246,7.762,1.137,2.459
1e-09,5.5e-12,1.75e-13,4000.0,1.6e-05,4e-06,0.00498,-5.869,-10.65,5.305,7.835,1.136,2.551
1e-09,5.5e-12,1.75e-13,4000.0,1.7e-05,5e-06,0.00509,-7.736,-10.29,5.149,8.164,1.122,2.743
1e-09,5.5e-12,1.75e-13,4000.0,1.7e-05,3e-06,0.00509,-6.869,-11.09,5.054,7.859,1.127,2.605
1e-09,5.5e-12,1.75e-13,4000.0,1.7e-05,4e-06,0.00509,-7.39,-10.78,5.109,7.992,1.126,2.679
1e-09,5.5e-12,1.75e-13,4000.0,1.8e-05,5e-06,0.00521,-9.147,-9.59,4.896,8.245,1.1,2.905
1e-09,5.5e-12,1.75e-13,4000.0,1.8e-05,3e-06,0.00521,-8.726,-10.9,4.808,7.961,1.102,2.786
1e-09,5.5e-12,1.75e-13,4000.0,1.8e-05,4e-06,0.00521,-9.12,-10.31,4.859,8.134,1.101,2.853
1e-09,5.5e-12,1.75e-13,4000.0,1.9e-05,5e-06,0.00531,-10.3,-8.655,4.605,8.307,1.064,3.151
1e-09,5.5e-12,1.75e-13,4000.0,1.9e-05,3e-06,0.00531,-10.89,-10.2,4.525,8.075,1.063,3.048
1e-09,5.5e-12,1.75e-13,4000.0,1.9e-05,4e-06,0.00531,-10.87,-9.453,4.571,8.193,1.064,3.099
1e-09,5.5e-12,1.75e-13,4000.0,2e-05,5e-06,0.00541,-10.91,-7.712,4.287,8.355,1.016,3.229
1e-09,5.5e-12,1.75e-13,4000.0,2e-05,3e-06,0.00541,-13.14,-9.256,4.216,8.136,1.013,3.138
1e-09,5.5e-12,1.75e-13,4000.0,2e-05,4e-06,0.00541,-12.24,-8.485,4.257,8.222,1.015,3.18
1e-09,5.5e-12,2.05e-13,3000.0,1.5e-05,5e-06,0.00534,-7.765,-7.241,3.417,6.837,0.601,1.852
1e-09,5.5e-12,2.05e-13,3000.0,1.5e-05,3e-06,0.00534,-6.306,-7.235,3.35,6.503,0.579,1.627
1e-09,5.5e-12,2.05e-13,3000.0,1.5e-05,4e-06,0.00534,-7.034,-7.27,3.39,6.702,0.593,1.742
1e-09,5.5e-12,2.05e-13,3000.0,1e-05,5e-06,0.00446,-2.793,-4.217,1.773,5.589,0.225,0.651
1e-09,5.5e-12,2.05e-13,3000.0,1e-05,3e-06,0.00446,-2.224,-4.052,1.744,5.0,0.237,0.23
1e-09,5.5e-12,2.05e-13,3000.0,1e-05,4e-06,0.00446,-2.482,-4.134,1.767,5.356,0.23,0.45
1e-09,5.5e-12,2.05e-13,3000.0,1.1e-05,5e-06,0.00467,-3.349,-4.845,2.36,5.947,0.332,1.073
1e-09,5.5e-12,2.05e-13,3000.0,1.1e-05,3e-06,0.00467,-2.652,-4.645,2.318,5.443,0.345,0.808
1e-09,5.5e-12,2.05e-13,3000.0,1.1e-05,4e-06,0.00467,-2.97,-4.745,2.347,5.74,0.336,0.958
1e-09,5.5e-12,2.05e-13,3000.0,1.2e-05,5e-06,0.00486,-4.08,-5.509,2.807,6.222,0.428,1.312
1e-09,5.5e-12,2.05e-13,3000.0,1.2e-05,3e-06,0.00486,-3.222,-5.286,2.755,5.816,0.432,1.133
1e-09,5.5e-12,2.05e-13,3000.0,1.2e-05,4e-06,0.00486,-3.617,-5.401,2.789,6.079,0.42,1.223
1e-09,5.5e-12,2.05e-13,3000.0,1.3e-05,5e-06,0.00503,-5.034,-6.178,3.124,6.469,0.507,1.503
1e-09,5.5e-12,2.05e-13,3000.0,1.3e-05,3e-06,0.00503,-3.98,-5.96,3.064,6.131,0.496,1.313
1e-09,5.5e-12,2.05e-13,3000.0,1.3e-05,4e-06,0.00503,-4.472,-6.078,3.102,6.325,0.494,1.408
1e-09,5.5e-12,2.05e-13,3000.0,1.4e-05,5e-06,0.00519,-6.255,-6.787,3.323,6.696,0.565,1.679
