C,R,WN1_RF,WN2_LO,DCPowerConsumption,ConversionGain,NoiseFigure,VoltageSwing
1e-12,2000.0,1.8e-05,2.2e-05,0.0126,-4.24,9.565,0.00205
1e-12,2000.0,1.8e-05,2.3e-05,0.0126,-4.327,9.608,0.00203
1e-12,2000.0,1.8e-05,2.4e-05,0.0125,-4.414,9.652,0.00201
1e-12,2000.0,1.8e-05,2.5e-05,0.0125,-4.499,9.699,0.00198
1e-12,2000.0,1.9e-05,6e-06,0.0143,-3.853,10.53,0.0022
1e-12,2000.0,1.9e-05,5e-06,0.0146,-4.239,11.2,0.00211
1e-12,2000.0,1.9e-05,7e-06,0.0141,-3.781,10.13,0.00224
1e-12,2000.0,1.9e-05,8e-06,0.0138,-3.764,9.854,0.00227
1e-12,2000.0,1.9e-05,9e-06,0.0137,-3.662,9.675,0.00228
1e-12,2000.0,1.9e-05,1e-05,0.0135,-3.555,9.582,0.00227
1e-12,2000.0,1.9e-05,1.1e-05,0.0133,-3.565,9.533,0.00227
1e-12,2000.0,1.9e-05,1.2e-05,0.0132,-3.683,9.493,0.00225
1e-12,2000.0,1.9e-05,1.3e-05,0.0131,-3.823,9.47,0.00223
1e-12,2000.0,1.9e-05,1.4e-05,0.013,-3.943,9.468,0.00221
1e-12,2000.0,1.9e-05,1.5e-05,0.0129,-4.027,9.476,0.00219
1e-12,2000.0,1.9e-05,1.6e-05,0.0128,-4.077,9.489,0.00216
1e-12,2000.0,1.9e-05,1.7e-05,0.0128,-4.108,9.507,0.00214
1e-12,2000.0,1.9e-05,1.8e-05,0.0127,-4.139,9.531,0.00211
1e-12,2000.0,1.9e-05,1.9e-05,0.0126,-4.182,9.56,0.00209
1e-12,2000.0,1.9e-05,2e-05,0.0126,-4.241,9.594,0.00206
1e-12,2000.0,1.9e-05,2.1e-05,0.0125,-4.315,9.631,0.00204
1e-12,2000.0,1.9e-05,2.2e-05,0.0125,-4.396,9.671,0.00202
1e-12,2000.0,1.9e-05,2.3e-05,0.0124,-4.481,9.713,0.00199
1e-12,2000.0,1.9e-05,2.4e-05,0.0124,-4.566,9.756,0.00197
1e-12,2000.0,1.9e-05,2.5e-05,0.0124,-4.648,9.802,0.00195
1e-12,2000.0,2e-05,6e-06,0.0142,-4.13,10.76,0.00213
1e-12,2000.0,2e-05,5e-06,0.0145,-4.53,11.48,0.00204
1e-12,2000.0,2e-05,7e-06,0.014,-4.046,10.33,0.00218
1e-12,2000.0,2e-05,8e-06,0.0138,-4.013,10.04,0.0022
1e-12,2000.0,2e-05,9e-06,0.0136,-3.899,9.844,0.00222
1e-12,2000.0,2e-05,1e-05,0.0134,-3.787,9.741,0.00222
1e-12,2000.0,2e-05,1.1e-05,0.0133,-3.797,9.684,0.00221
1e-12,2000.0,2e-05,1.2e-05,0.0131,-3.91,9.637,0.00219
1e-12,2000.0,2e-05,1.3e-05,0.013,-4.042,9.61,0.00218
1e-12,2000.0,2e-05,1.4e-05,0.0129,-4.154,9.604,0.00216
1e-12,2000.0,2e-05,1.5e-05,0.0128,-4.229,9.609,0.00214
1e-12,2000.0,2e-05,1.6e-05,0.0127,-4.272,9.619,0.00211
1e-12,2000.0,2e-05,1.7e-05,0.0127,-4.298,9.636,0.00209
1e-12,2000.0,2e-05,1.8e-05,0.0126,-4.326,9.657,0.00207
1e-12,2000.0,2e-05,1.9e-05,0.0125,-4.366,9.684,0.00205
1e-12,2000.0,2e-05,2e-05,0.0125,-4.424,9.717,0.00202
1e-12,2000.0,2e-05,2.1e-05,0.0124,-4.495,9.752,0.002
1e-12,2000.0,2e-05,2.2e-05,0.0124,-4.575,9.791,0.00198
1e-12,2000.0,2e-05,2.3e-05,0.0123,-4.658,9.832,0.00196
1e-12,2000.0,2e-05,2.4e-05,0.0123,-4.74,9.874,0.00194
1e-12,2000.0,2e-05,2.5e-05,0.0123,-4.819,9.92,0.00191
1e-12,2000.0,2.1e-05,6e-06,0.0142,-4.418,11.0,0.00206
1e-12,2000.0,2.1e-05,5e-06,0.0145,-4.831,11.77,0.00197
1e-12,2000.0,2.1e-05,7e-06,0.0139,-4.322,10.54,0.00211
1e-12,2000.0,2.1e-05,8e-06,0.0137,-4.275,10.23,0.00214
1e-12,2000.0,2.1e-05,9e-06,0.0135,-4.15,10.02,0.00215
1e-12,2000.0,2.1e-05,1e-05,0.0134,-4.034,9.911,0.00215
1e-12,2000.0,2.1e-05,1.1e-05,0.0132,-4.043,9.846,0.00215
1e-12,2000.0,2.1e-05,1.2e-05,0.0131,-4.151,9.793,0.00214
1e-12,2000.0,2.1e-05,1.3e-05,0.0129,-4.275,9.76,0.00212
1e-12,2000.0,2.1e-05,1.4e-05,0.0128,-4.379,9.751,0.0021
1e-12,2000.0,2.1e-05,1.5e-05,0.0127,-4.447,9.753,0.00208
1e-12,2000.0,2.1e-05,1.6e-05,0.0126,-4.484,9.761,0.00206
1e-12,2000.0,2.1e-05,1.7e-05,0.0126,-4.506,9.775,0.00204
1e-12,2000.0,2.1e-05,1.8e-05,0.0125,-4.53,9.795,0.00202
1e-12,2000.0,2.1e-05,1.9e-05,0.0124,-4.568,9.82,0.002
1e-12,2000.0,2.1e-05,2e-05,0.0124,-4.624,9.851,0.00198
1e-12,2000.0,2.1e-05,2.1e-05,0.0123,-4.693,9.886,0.00196
1e-12,2000.0,2.1e-05,2.2e-05,0.0123,-4.771,9.923,0.00193
1e-12,2000.0,2.1e-05,2.3e-05,0.0122,-4.852,9.963,0.00191
1e-12,2000.0,2.1e-05,2.4e-05,0.0122,-4.931,10.0,0.00189
1e-12,2000.0,2.1e-05,2.5e-05,0.0121,-5.008,10.05,0.00188
1e-12,2000.0,2.2e-05,6e-06,0.0142,-4.714,11.25,0.00199
1e-12,2000.0,2.2e-05,5e-06,0.0144,-5.138,12.06,0.0019
1e-12,2000.0,2.2e-05,7e-06,0.0139,-4.606,10.76,0.00204
1e-12,2000.0,2.2e-05,8e-06,0.0137,-4.546,10.43,0.00207
1e-12,2000.0,2.2e-05,9e-06,0.0135,-4.412,10.21,0.00209
1e-12,2000.0,2.2e-05,1e-05,0.0133,-4.293,10.09,0.00209
1e-12,2000.0,2.2e-05,1.1e-05,0.0131,-4.3,10.02,0.00209
1e-12,2000.0,2.2e-05,1.2e-05,0.013,-4.403,9.957,0.00208
1e-12,2000.0,2.2e-05,1.3e-05,0.0128,-4.52,9.921,0.00206
1e-12,2000.0,2.2e-05,1.4e-05,0.0127,-4.617,9.908,0.00205
1e-12,2000.0,2.2e-05,1.5e-05,0.0126,-4.678,9.907,0.00203
1e-12,2000.0,2.2e-05,1.6e-05,0.0125,-4.71,9.913,0.00201
1e-12,2000.0,2.2e-05,1.7e-05,0.0125,-4.728,9.925,0.00199
1e-12,2000.0,2.2e-05,1.8e-05,0.0124,-4.749,9.943,0.00197
1e-12,2000.0,2.2e-05,1.9e-05,0.0123,-4.785,9.967,0.00195
1e-12,2000.0,2.2e-05,2e-05,0.0123,-4.839,9.996,0.00193
1e-12,2000.0,2.2e-05,2.1e-05,0.0122,-4.906,10.03,0.00191
1e-12,2000.0,2.2e-05,2.2e-05,0.0122,-4.982,10.07,0.00189
1e-12,2000.0,2.2e-05,2.3e-05,0.0121,-5.06,10.1,0.00187
1e-12,2000.0,2.2e-05,2.4e-05,0.0121,-5.138,10.15,0.00185
1e-12,2000.0,2.2e-05,2.5e-05,0.012,-5.212,10.19,0.00183
1e-12,2000.0,2.3e-05,6e-06,0.0141,-5.015,11.51,0.00192
1e-12,2000.0,2.3e-05,5e-06,0.0144,-5.451,12.35,0.00183
1e-12,2000.0,2.3e-05,7e-06,0.0139,-4.897,10.99,0.00198
1e-12,2000.0,2.3e-05,8e-06,0.0136,-4.825,10.64,0.00201
1e-12,2000.0,2.3e-05,9e-06,0.0134,-4.683,10.41,0.00202
1e-12,2000.0,2.3e-05,1e-05,0.0132,-4.56,10.28,0.00203
1e-12,2000.0,2.3e-05,1.1e-05,0.0131,-4.565,10.2,0.00203
1e-12,2000.0,2.3e-05,1.2e-05,0.0129,-4.664,10.13,0.00202
1e-12,2000.0,2.3e-05,1.3e-05,0.0128,-4.775,10.09,0.00201
1e-12,2000.0,2.3e-05,1.4e-05,0.0127,-4.865,10.07,0.00199
1e-12,2000.0,2.3e-05,1.5e-05,0.0126,-4.92,10.07,0.00197
1e-12,2000.0,2.3e-05,1.6e-05,0.0125,-4.946,10.07,0.00196
1e-12,2000.0,2.3e-05,1.7e-05,0.0124,-4.961,10.08,0.00194
1e-12,2000.0,2.3e-05,1.8e-05,0.0123,-4.98,10.1,0.00192
1e-12,2000.0,2.3e-05,1.9e-05,0.0122,-5.014,10.12,0.0019
1e-12,2000.0,2.3e-05,2e-05,0.0122,-5.065,10.15,0.00188
1e-12,2000.0,2.3e-05,2.1e-05,0.0121,-5.131,10.18,0.00186
1e-12,2000.0,2.3e-05,2.2e-05,0.0121,-5.205,10.22,0.00184
1e-12,2000.0,2.3e-05,2.3e-05,0.012,-5.281,10.26,0.00182
1e-12,2000.0,2.3e-05,2.4e-05,0.012,-5.356,10.3,0.00181
1e-12,2000.0,2.3e-05,2.5e-05,0.0119,-5.428,10.34,0.00179
1e-12,2000.0,2.4e-05,6e-06,0.0141,-5.321,11.77,0.00186
1e-12,2000.0,2.4e-05,5e-06,0.0144,-5.768,12.65,0.00176
1e-12,2000.0,2.4e-05,7e-06,0.0138,-5.193,11.22,0.00191
1e-12,2000.0,2.4e-05,8e-06,0.0136,-5.111,10.85,0.00194
1e-12,2000.0,2.4e-05,9e-06,0.0134,-4.961,10.61,0.00196
1e-12,2000.0,2.4e-05,1e-05,0.0132,-4.834,10.47,0.00197
1e-12,2000.0,2.4e-05,1.1e-05,0.013,-4.838,10.38,0.00196
1e-12,2000.0,2.4e-05,1.2e-05,0.0128,-4.932,10.31,0.00196
1e-12,2000.0,2.4e-05,1.3e-05,0.0127,-5.037,10.26,0.00195
1e-12,2000.0,2.4e-05,1.4e-05,0.0126,-5.12,10.24,0.00193
1e-12,2000.0,2.4e-05,1.5e-05,0.0125,-5.17,10.24,0.00192
1e-12,2000.0,2.4e-05,1.6e-05,0.0124,-5.192,10.24,0.0019
1e-12,2000.0,2.4e-05,1.7e-05,0.0123,-5.203,10.25,0.00188
1e-12,2000.0,2.4e-05,1.8e-05,0.0122,-5.22,10.26,0.00187
1e-12,2000.0,2.4e-05,1.9e-05,0.0121,-5.252,10.28,0.00185
1e-12,2000.0,2.4e-05,2e-05,0.0121,-5.302,10.31,0.00183
1e-12,2000.0,2.4e-05,2.1e-05,0.012,-5.366,10.34,0.00181
1e-12,2000.0,2.4e-05,2.2e-05,0.012,-5.437,10.38,0.00179
1e-12,2000.0,2.4e-05,2.3e-05,0.0119,-5.512,10.41,0.00178
1e-12,2000.0,2.4e-05,2.4e-05,0.0119,-5.584,10.45,0.00176
1e-12,2000.0,2.4e-05,2.5e-05,0.0118,-5.655,10.5,0.00174
1e-12,2000.0,2.5e-05,6e-06,0.014,-5.63,12.03,0.00179
1e-12,2000.0,2.5e-05,5e-06,0.0143,-6.087,12.96,0.0017
1e-12,2000.0,2.5e-05,7e-06,0.0138,-5.493,11.46,0.00185
1e-12,2000.0,2.5e-05,8e-06,0.0135,-5.4,11.07,0.00188
1e-12,2000.0,2.5e-05,9e-06,0.0133,-5.243,10.82,0.0019
1e-12,2000.0,2.5e-05,1e-05,0.0131,-5.114,10.67,0.0019
1e-12,2000.0,2.5e-05,1.1e-05,0.0129,-5.116,10.57,0.0019
1e-12,2000.0,2.5e-05,1.2e-05,0.0128,-5.205,10.5,0.0019
1e-12,2000.0,2.5e-05,1.3e-05,0.0126,-5.304,10.45,0.00189
1e-12,2000.0,2.5e-05,1.4e-05,0.0125,-5.382,10.42,0.00188
1e-12,2000.0,2.5e-05,1.5e-05,0.0124,-5.427,10.41,0.00186
1e-12,2000.0,2.5e-05,1.6e-05,0.0123,-5.445,10.41,0.00185
1e-12,2000.0,2.5e-05,1.7e-05,0.0122,-5.453,10.42,0.00183
1e-12,2000.0,2.5e-05,1.8e-05,0.0121,-5.468,10.43,0.00181
1e-12,2000.0,2.5e-05,1.9e-05,0.0121,-5.498,10.45,0.0018
1e-12,2000.0,2.5e-05,2e-05,0.012,-5.546,10.48,0.00178
1e-12,2000.0,2.5e-05,2.1e-05,0.0119,-5.608,10.51,0.00176
1e-12,2000.0,2.5e-05,2.2e-05,0.0119,-5.678,10.54,0.00175
1e-12,2000.0,2.5e-05,2.3e-05,0.0118,-5.75,10.58,0.00173
1e-12,2000.0,2.5e-05,2.4e-05,0.0118,-5.821,10.62,0.00171
1e-12,2000.0,2.5e-05,2.5e-05,0.0117,-5.889,10.66,0.0017
1e-12,2000.0,2.6e-05,6e-06,0.014,-5.941,12.3,0.00173
1e-12,2000.0,2.6e-05,5e-06,0.0143,-6.408,13.26,0.00164
1e-12,2000.0,2.6e-05,7e-06,0.0137,-5.795,11.71,0.00178
1e-12,2000.0,2.6e-05,8e-06,0.0135,-5.693,11.3,0.00182
1e-12,2000.0,2.6e-05,9e-06,0.0133,-5.53,11.03,0.00183
1e-12,2000.0,2.6e-05,1e-05,0.0131,-5.398,10.87,0.00184
1e-12,2000.0,2.6e-05,1.1e-05,0.0129,-5.397,10.77,0.00184
1e-12,2000.0,2.6e-05,1.2e-05,0.0127,-5.482,10.69,0.00184
1e-12,2000.0,2.6e-05,1.3e-05,0.0126,-5.576,10.63,0.00183
1e-12,2000.0,2.6e-05,1.4e-05,0.0125,-5.649,10.61,0.00182
1e-12,2000.0,2.6e-05,1.5e-05,0.0124,-5.689,10.6,0.00181
1e-12,2000.0,2.6e-05,1.6e-05,0.0122,-5.703,10.59,0.00179
1e-12,2000.0,2.6e-05,1.7e-05,0.0122,-5.709,10.6,0.00178
1e-12,2000.0,2.6e-05,1.8e-05,0.0121,-5.721,10.61,0.00176
1e-12,2000.0,2.6e-05,1.9e-05,0.012,-5.749,10.63,0.00175
1e-12,2000.0,2.6e-05,2e-05,0.0119,-5.796,10.65,0.00173
1e-12,2000.0,2.6e-05,2.1e-05,0.0119,-5.856,10.68,0.00171
1e-12,2000.0,2.6e-05,2.2e-05,0.0118,-5.924,10.71,0.0017
1e-12,2000.0,2.6e-05,2.3e-05,0.0118,-5.994,10.75,0.00168
1e-12,2000.0,2.6e-05,2.4e-05,0.0117,-6.063,10.79,0.00167
1e-12,2000.0,2.6e-05,2.5e-05,0.0117,-6.129,10.83,0.00165
1e-12,2000.0,2.7e-05,6e-06,0.014,-6.253,12.57,0.00167
1e-12,2000.0,2.7e-05,5e-06,0.0143,-6.729,13.57,0.00158
1e-12,2000.0,2.7e-05,7e-06,0.0137,-6.099,11.95,0.00172
1e-12,2000.0,2.7e-05,8e-06,0.0135,-5.988,11.53,0.00176
1e-12,2000.0,2.7e-05,9e-06,0.0132,-5.819,11.25,0.00177
1e-12,2000.0,2.7e-05,1e-05,0.013,-5.685,11.08,0.00178
1e-12,2000.0,2.7e-05,1.1e-05,0.0128,-5.682,10.97,0.00179
1e-12,2000.0,2.7e-05,1.2e-05,0.0127,-5.763,10.88,0.00178
1e-12,2000.0,2.7e-05,1.3e-05,0.0125,-5.851,10.82,0.00177
1e-12,2000.0,2.7e-05,1.4e-05,0.0124,-5.919,10.8,0.00177
1e-12,2000.0,2.7e-05,1.5e-05,0.0123,-5.955,10.78,0.00175
1e-12,2000.0,2.7e-05,1.6e-05,0.0122,-5.966,10.78,0.00174
1e-12,2000.0,2.7e-05,1.7e-05,0.0121,-5.969,10.78,0.00173
1e-12,2000.0,2.7e-05,1.8e-05,0.012,-5.979,10.79,0.00171
1e-12,2000.0,2.7e-05,1.9e-05,0.0119,-6.006,10.81,0.0017
1e-12,2000.0,2.7e-05,2e-05,0.0119,-6.051,10.83,0.00168
1e-12,2000.0,2.7e-05,2.1e-05,0.0118,-6.109,10.86,0.00167
1e-12,2000.0,2.7e-05,2.2e-05,0.0117,-6.175,10.89,0.00165
1e-12,2000.0,2.7e-05,2.3e-05,0.0117,-6.244,10.93,0.00164
1e-12,2000.0,2.7e-05,2.4e-05,0.0116,-6.311,10.97,0.00162
1e-12,2000.0,2.7e-05,2.5e-05,0.0116,-6.375,11.01,0.00161
1e-12,2000.0,2.8e-05,6e-06,0.014,-6.566,12.85,0.00161
1e-12,2000.0,2.8e-05,5e-06,0.0143,-7.05,13.87,0.00152
1e-12,2000.0,2.8e-05,7e-06,0.0137,-6.403,12.2,0.00166
1e-12,2000.0,2.8e-05,8e-06,0.0134,-6.285,11.76,0.0017
1e-12,2000.0,2.8e-05,9e-06,0.0132,-6.11,11.47,0.00172
1e-12,2000.0,2.8e-05,1e-05,0.013,-5.973,11.29,0.00173
1e-12,2000.0,2.8e-05,1.1e-05,0.0128,-5.969,11.18,0.00173
1e-12,2000.0,2.8e-05,1.2e-05,0.0126,-6.045,11.08,0.00173
1e-12,2000.0,2.8e-05,1.3e-05,0.0125,-6.129,11.02,0.00172
1e-12,2000.0,2.8e-05,1.4e-05,0.0124,-6.192,10.99,0.00171
1e-12,2000.0,2.8e-05,1.5e-05,0.0122,-6.224,10.97,0.0017
1e-12,2000.0,2.8e-05,1.6e-05,0.0121,-6.232,10.97,0.00169
1e-12,2000.0,2.8e-05,1.7e-05,0.012,-6.232,10.97,0.00167
1e-12,2000.0,2.8e-05,1.8e-05,0.0119,-6.241,10.97,0.00166
1e-12,2000.0,2.8e-05,1.9e-05,0.0119,-6.266,10.99,0.00165
1e-12,2000.0,2.8e-05,2e-05,0.0118,-6.309,11.01,0.00163
1e-12,2000.0,2.8e-05,2.1e-05,0.0117,-6.366,11.04,0.00162
1e-12,2000.0,2.8e-05,2.2e-05,0.0117,-6.43,11.07,0.0016
1e-12,2000.0,2.8e-05,2.3e-05,0.0116,-6.497,11.11,0.00159
1e-12,2000.0,2.8e-05,2.4e-05,0.0116,-6.562,11.15,0.00158
1e-12,2000.0,2.8e-05,2.5e-05,0.0115,-6.624,11.19,0.00157
1e-12,2000.0,2.9e-05,6e-06,0.0139,-6.878,13.12,0.00155
1e-12,2000.0,2.9e-05,5e-06,0.0142,-7.37,14.18,0.00147
1e-12,2000.0,2.9e-05,7e-06,0.0136,-6.707,12.45,0.00161
1e-12,2000.0,2.9e-05,8e-06,0.0134,-6.582,11.99,0.00164
1e-12,2000.0,2.9e-05,9e-06,0.0132,-6.403,11.69,0.00166
1e-12,2000.0,2.9e-05,1e-05,0.0129,-6.263,11.51,0.00167
1e-12,2000.0,2.9e-05,1.1e-05,0.0128,-6.256,11.39,0.00167
1e-12,2000.0,2.9e-05,1.2e-05,0.0126,-6.329,11.29,0.00167
1e-12,2000.0,2.9e-05,1.3e-05,0.0124,-6.408,11.22,0.00167
1e-12,2000.0,2.9e-05,1.4e-05,0.0123,-6.467,11.18,0.00166
1e-12,2000.0,2.9e-05,1.5e-05,0.0122,-6.495,11.17,0.00165
1e-12,2000.0,2.9e-05,1.6e-05,0.0121,-6.5,11.16,0.00164
1e-12,2000.0,2.9e-05,1.7e-05,0.012,-6.498,11.16,0.00162
1e-12,2000.0,2.9e-05,1.8e-05,0.0119,-6.505,11.16,0.00161
1e-12,2000.0,2.9e-05,1.9e-05,0.0118,-6.529,11.18,0.0016
1e-12,2000.0,2.9e-05,2e-05,0.0117,-6.57,11.2,0.00158
1e-12,2000.0,2.9e-05,2.1e-05,0.0117,-6.625,11.22,0.00158
1e-12,2000.0,2.9e-05,2.2e-05,0.0116,-6.688,11.26,0.00157
1e-12,2000.0,2.9e-05,2.3e-05,0.0115,-6.753,11.29,0.00156
1e-12,2000.0,2.9e-05,2.4e-05,0.0115,-6.817,11.33,0.00154
1e-12,2000.0,2.9e-05,2.5e-05,0.0115,-6.877,11.37,0.00153
1e-12,2000.0,3e-05,6e-06,0.0139,-7.189,13.4,0.0015
1e-12,2000.0,3e-05,5e-06,0.0142,-7.689,14.49,0.00141
1e-12,2000.0,3e-05,7e-06,0.0136,-7.012,12.71,0.00155
1e-12,2000.0,3e-05,8e-06,0.0134,-6.879,12.23,0.00159
1e-12,2000.0,3e-05,9e-06,0.0131,-6.695,11.92,0.00161
1e-12,2000.0,3e-05,1e-05,0.0129,-6.553,11.73,0.00162
1e-12,2000.0,3e-05,1.1e-05,0.0127,-6.544,11.6,0.00162
1e-12,2000.0,3e-05,1.2e-05,0.0125,-6.613,11.49,0.00162
1e-12,2000.0,3e-05,1.3e-05,0.0124,-6.688,11.42,0.00161
1e-12,2000.0,3e-05,1.4e-05,0.0123,-6.743,11.38,0.00161
1e-12,2000.0,3e-05,1.5e-05,0.0121,-6.768,11.36,0.0016
1e-12,2000.0,3e-05,1.6e-05,0.012,-6.77,11.35,0.00159
1e-12,2000.0,3e-05,1.7e-05,0.0119,-6.766,11.35,0.00158
1e-12,2000.0,3e-05,1.8e-05,0.0118,-6.771,11.35,0.00156
1e-12,2000.0,3e-05,1.9e-05,0.0117,-6.793,11.37,0.00156
1e-12,2000.0,3e-05,2e-05,0.0117,-6.833,11.39,0.00155
1e-12,2000.0,3e-05,2.1e-05,0.0116,-6.887,11.41,0.00154
1e-12,2000.0,3e-05,2.2e-05,0.0115,-6.948,11.44,0.00153
1e-12,2000.0,3e-05,2.3e-05,0.0115,-7.011,11.48,0.00152
1e-12,2000.0,3e-05,2.4e-05,0.0114,-7.073,11.52,0.00151
1e-12,2000.0,3e-05,2.5e-05,0.0114,-7.132,11.56,0.0015
1e-12,3000.0,1.2e-05,6e-06,0.0142,-2.572,9.322,0.00253
1e-12,3000.0,1.2e-05,5e-06,0.0144,-2.825,9.655,0.00248
1e-12,3000.0,1.2e-05,7e-06,0.014,-2.613,9.16,0.00255
1e-12,3000.0,1.2e-05,8e-06,0.0139,-2.75,9.05,0.00254
1e-12,3000.0,1.2e-05,9e-06,0.0137,-2.789,8.984,0.00253
1e-12,3000.0,1.2e-05,1e-05,0.0136,-2.74,8.954,0.0025
1e-12,3000.0,1.2e-05,1.1e-05,0.0135,-2.755,8.964,0.00247
1e-12,3000.0,1.2e-05,1.2e-05,0.0135,-2.895,8.979,0.00244
1e-12,3000.0,1.2e-05,1.3e-05,0.0134,-3.096,8.997,0.0024
1e-12,3000.0,1.2e-05,1.4e-05,0.0133,-3.293,9.026,0.00236
1e-12,3000.0,1.2e-05,1.5e-05,0.0133,-3.459,9.061,0.00233
1e-12,3000.0,1.2e-05,1.6e-05,0.0132,-3.586,9.1,0.00229
1e-12,3000.0,1.2e-05,1.7e-05,0.0132,-3.68,9.14,0.00225
1e-12,3000.0,1.2e-05,1.8e-05,0.0131,-3.756,9.183,0.00222
1e-12,3000.0,1.2e-05,1.9e-05,0.0131,-3.829,9.23,0.00218
1e-12,3000.0,1.2e-05,2e-05,0.0131,-3.911,9.281,0.00215
1e-12,3000.0,1.2e-05,2.1e-05,0.013,-4.002,9.334,0.00211
1e-12,3000.0,1.2e-05,2.2e-05,0.013,-4.1,9.389,0.00208
1e-12,3000.0,1.2e-05,2.3e-05,0.013,-4.203,9.444,0.00205
1e-12,3000.0,1.2e-05,2.4e-05,0.013,-4.307,9.499,0.00202
1e-12,3000.0,1.2e-05,2.5e-05,0.0129,-4.411,9.556,0.002
1e-12,3000.0,1e-05,6e-06,0.0144,-2.669,9.239,0.0025
1e-12,3000.0,1e-05,5e-06,0.0146,-2.875,9.481,0.00247
1e-12,3000.0,1e-05,7e-06,0.0143,-2.73,9.149,0.0025
1e-12,3000.0,1e-05,8e-06,0.0142,-2.926,9.091,0.00248
1e-12,3000.0,1e-05,9e-06,0.0141,-3.046,9.067,0.00246
1e-12,3000.0,1e-05,1e-05,0.014,-3.041,9.058,0.00242
1e-12,3000.0,1e-05,1.1e-05,0.0139,-3.049,9.084,0.00239
1e-12,3000.0,1e-05,1.2e-05,0.0138,-3.169,9.12,0.00235
1e-12,3000.0,1e-05,1.3e-05,0.0138,-3.373,9.155,0.00231
1e-12,3000.0,1e-05,1.4e-05,0.0137,-3.593,9.194,0.00227
1e-12,3000.0,1e-05,1.5e-05,0.0137,-3.793,9.239,0.00223
1e-12,3000.0,1e-05,1.6e-05,0.0137,-3.958,9.289,0.00219
1e-12,3000.0,1e-05,1.7e-05,0.0136,-4.09,9.339,0.00215
1e-12,3000.0,1e-05,1.8e-05,0.0136,-4.196,9.392,0.00211
1e-12,3000.0,1e-05,1.9e-05,0.0136,-4.291,9.448,0.00208
1e-12,3000.0,1e-05,2e-05,0.0136,-4.386,9.507,0.00204
1e-12,3000.0,1e-05,2.1e-05,0.0135,-4.484,9.568,0.00201
1e-12,3000.0,1e-05,2.2e-05,0.0135,-4.586,9.629,0.00197
1e-12,3000.0,1e-05,2.3e-05,0.0135,-4.692,9.691,0.00194
1e-12,3000.0,1e-05,2.4e-05,0.0135,-4.801,9.754,0.00191
1e-12,3000.0,1e-05,2.5e-05,0.0135,-4.91,9.818,0.00189
1e-12,3000.0,1.1e-05,6e-06,0.0143,-2.577,9.257,0.00253
1e-12,3000.0,1.1e-05,5e-06,0.0145,-2.807,9.543,0.00249
1e-12,3000.0,1.1e-05,7e-06,0.0141,-2.629,9.131,0.00254
1e-12,3000.0,1.1e-05,8e-06,0.014,-2.796,9.047,0.00253
1e-12,3000.0,1.1e-05,9e-06,0.0139,-2.874,9.001,0.0025
1e-12,3000.0,1.1e-05,1e-05,0.0138,-2.843,8.981,0.00248
1e-12,3000.0,1.1e-05,1.1e-05,0.0137,-2.854,9.0,0.00244
1e-12,3000.0,1.1e-05,1.2e-05,0.0136,-2.987,9.025,0.00241
1e-12,3000.0,1.1e-05,1.3e-05,0.0136,-3.191,9.05,0.00237
1e-12,3000.0,1.1e-05,1.4e-05,0.0135,-3.401,9.084,0.00233
1e-12,3000.0,1.1e-05,1.5e-05,0.0135,-3.584,9.124,0.00229
1e-12,3000.0,1.1e-05,1.6e-05,0.0134,-3.729,9.168,0.00225
1e-12,3000.0,1.1e-05,1.7e-05,0.0134,-3.84,9.213,0.00221
1e-12,3000.0,1.1e-05,1.8e-05,0.0134,-3.93,9.26,0.00218
1e-12,3000.0,1.1e-05,1.9e-05,0.0133,-4.013,9.312,0.00214
1e-12,3000.0,1.1e-05,2e-05,0.0133,-4.1,9.366,0.0021
1e-12,3000.0,1.1e-05,2.1e-05,0.0133,-4.193,9.423,0.00207
1e-12,3000.0,1.1e-05,2.2e-05,0.0132,-4.293,9.481,0.00204
1e-12,3000.0,1.1e-05,2.3e-05,0.0132,-4.397,9.539,0.00201
1e-12,3000.0,1.1e-05,2.4e-05,0.0132,-4.504,9.598,0.00198
1e-12,3000.0,1.1e-05,2.5e-05,0.0132,-4.61,9.658,0.00195
1e-12,3000.0,1.3e-05,6e-06,0.0141,-2.636,9.425,0.00251
1e-12,3000.0,1.3e-05,5e-06,0.0143,-2.911,9.807,0.00245
1e-12,3000.0,1.3e-05,7e-06,0.0139,-2.663,9.226,0.00254
1e-12,3000.0,1.3e-05,8e-06,0.0137,-2.772,9.092,0.00254
1e-12,3000.0,1.3e-05,9e-06,0.0136,-2.778,9.007,0.00253
1e-12,3000.0,1.3e-05,1e-05,0.0135,-2.714,8.968,0.00251
1e-12,3000.0,1.3e-05,1.1e-05,0.0134,-2.733,8.97,0.00248
1e-12,3000.0,1.3e-05,1.2e-05,0.0133,-2.878,8.975,0.00245
1e-12,3000.0,1.3e-05,1.3e-05,0.0132,-3.072,8.986,0.00242
1e-12,3000.0,1.3e-05,1.4e-05,0.0131,-3.256,9.01,0.00238
1e-12,3000.0,1.3e-05,1.5e-05,0.0131,-3.406,9.041,0.00235
1e-12,3000.0,1.3e-05,1.6e-05,0.013,-3.515,9.075,0.00231
1e-12,3000.0,1.3e-05,1.7e-05,0.013,-3.594,9.11,0.00227
1e-12,3000.0,1.3e-05,1.8e-05,0.0129,-3.659,9.15,0.00224
